,ID,Condition,Sentence,Construction,Semantic_Role,Prompt_GPT,Prompt_BERT,Verb_to_retrieve,DObj_to_retrieve
330,67.0,T - T,"The fisherman will catch fish with the net, and the grandfather will with the fishing rod.",Pseudo-gapping,Instrument,"The fisherman will catch fish with the net, and the grandfather will with the fishing rod. What the grandfather will do with the fishing rod is","The fisherman will catch fish with the net, and the grandfather will with the fishing rod. What the grandfather will do with the fishing rod is [MASK] fish.",catch,fish
331,67.0,T - AT,"The fisherman will catch fish with the net, and the grandfather will with the gun. ",Pseudo-gapping,Instrument,"The fisherman will catch fish with the net, and the grandfather will with the gun.  What the grandfather will do with the gun is","The fisherman will catch fish with the net, and the grandfather will with the gun.  What the grandfather will do with the gun is [MASK] fish.",catch,fish
332,67.0,AT - T,"The fisherman will catch fish with the hammer, and the grandfather will with the fishing rod.",Pseudo-gapping,Instrument,"The fisherman will catch fish with the hammer, and the grandfather will with the fishing rod. What the grandfather will do with the fishing rod is","The fisherman will catch fish with the hammer, and the grandfather will with the fishing rod. What the grandfather will do with the fishing rod is [MASK] fish.",catch,fish
333,67.0,AT - AT,"The fisherman will catch fish with the hammer, and the grandfather will with the gun.",Pseudo-gapping,Instrument,"The fisherman will catch fish with the hammer, and the grandfather will with the gun. What the grandfather will do with the gun is","The fisherman will catch fish with the hammer, and the grandfather will with the gun. What the grandfather will do with the gun is [MASK] fish.",catch,fish
334,67.0,T - SP violation,"The fisherman will catch fish with the net, and the grandfather will with the croissant.",Pseudo-gapping,Instrument,"The fisherman will catch fish with the net, and the grandfather will with the croissant. What the grandfather will do with the croissant is","The fisherman will catch fish with the net, and the grandfather will with the croissant. What the grandfather will do with the croissant is [MASK] fish.",catch,fish
335,68.0,T - T,"The photographer will take a picture with the camera, and the student will with the phone.",Pseudo-gapping,Instrument,"The photographer will take a picture with the camera, and the student will with the phone. What the student will do with the phone is","The photographer will take a picture with the camera, and the student will with the phone. What the student will do with the phone is [MASK] a picture.",take,picture
336,68.0,T - AT,"The photographer will take a picture with the camera, and the student will with the computer.",Pseudo-gapping,Instrument,"The photographer will take a picture with the camera, and the student will with the computer. What the student will do with the computer is","The photographer will take a picture with the camera, and the student will with the computer. What the student will do with the computer is [MASK] a picture.",take,picture
337,68.0,AT - T,"The photographer will take a picture with the tablet, and the student will with the phone.",Pseudo-gapping,Instrument,"The photographer will take a picture with the tablet, and the student will with the phone. What the student will do with the phone is","The photographer will take a picture with the tablet, and the student will with the phone. What the student will do with the phone is [MASK] a picture.",take,picture
338,68.0,AT - AT,"The photographer will take a picture with the tablet, and the student will with the computer.",Pseudo-gapping,Instrument,"The photographer will take a picture with the tablet, and the student will with the computer. What the student will do with the computer is","The photographer will take a picture with the tablet, and the student will with the computer. What the student will do with the computer is [MASK] a picture.",take,picture
339,68.0,T - SP violation,"The photographer will take a picture with the camera, and the student will with the pasta.",Pseudo-gapping,Instrument,"The photographer will take a picture with the camera, and the student will with the pasta. What the student will do with the pasta is","The photographer will take a picture with the camera, and the student will with the pasta. What the student will do with the pasta is [MASK] a picture.",take,picture
340,69.0,T - T,"The beautician will hydrate the skin with cream, and the masseuse will with oil.",Pseudo-gapping,Instrument,"The beautician will hydrate the skin with cream, and the masseuse will with oil. What the masseuse will do with oil is","The beautician will hydrate the skin with cream, and the masseuse will with oil. What the masseuse will do with oil is [MASK] the skin.",hydrate,skin
341,69.0,T - AT,"The beautician will hydrate the skin with cream, and the masseuse will with gel.",Pseudo-gapping,Instrument,"The beautician will hydrate the skin with cream, and the masseuse will with gel. What the masseuse will do with gel is","The beautician will hydrate the skin with cream, and the masseuse will with gel. What the masseuse will do with gel is [MASK] the skin.",hydrate,skin
342,69.0,AT - T,"The beautician will hydrate the skin with the acid, and the masseuse will with oil.",Pseudo-gapping,Instrument,"The beautician will hydrate the skin with the acid, and the masseuse will with oil. What the masseuse will do with oil is","The beautician will hydrate the skin with the acid, and the masseuse will with oil. What the masseuse will do with oil is [MASK] the skin.",hydrate,skin
343,69.0,AT - AT,"The beautician will hydrate the skin with the acid, and the masseuse will with gel.",Pseudo-gapping,Instrument,"The beautician will hydrate the skin with the acid, and the masseuse will with gel. What the masseuse will do with gel is","The beautician will hydrate the skin with the acid, and the masseuse will with gel. What the masseuse will do with gel is [MASK] the skin.",hydrate,skin
344,69.0,T - SP violation,"The beautician will hydrate the skin with cream, and the masseuse will with tobacco.",Pseudo-gapping,Instrument,"The beautician will hydrate the skin with cream, and the masseuse will with tobacco. What the masseuse will do with tobacco is","The beautician will hydrate the skin with cream, and the masseuse will with tobacco. What the masseuse will do with tobacco is [MASK] the skin.",hydrate,skin
345,70.0,T - T,"The mother will water the plants with the watering can, the farmer will with the hose.",Pseudo-gapping,Instrument,"The mother will water the plants with the watering can, the farmer will with the hose. What the farmer will do with the hose is","The mother will water the plants with the watering can, the farmer will with the hose. What the farmer will do with the hose is [MASK] the plants.",water,plants
346,70.0,T - AT,"The mother will water the plants with the watering can, the farmer will with the bucket.",Pseudo-gapping,Instrument,"The mother will water the plants with the watering can, the farmer will with the bucket. What the farmer will do with the bucket is","The mother will water the plants with the watering can, the farmer will with the bucket. What the farmer will do with the bucket is [MASK] the plants.",water,plants
347,70.0,AT - T,"The mother will water the plants with the bottle, the farmer will with the hose.",Pseudo-gapping,Instrument,"The mother will water the plants with the bottle, the farmer will with the hose. What the farmer will do with the hose is","The mother will water the plants with the bottle, the farmer will with the hose. What the farmer will do with the hose is [MASK] the plants.",water,plants
348,70.0,AT - AT,"The mother will water the plants with the bottle, the farmer will with the bucket.",Pseudo-gapping,Instrument,"The mother will water the plants with the bottle, the farmer will with the bucket. What the farmer will do with the bucket is","The mother will water the plants with the bottle, the farmer will with the bucket. What the farmer will do with the bucket is [MASK] the plants.",water,plants
349,70.0,T - SP violation,"The mother will water the plants with the watering can, the farmer will with the hoe.",Pseudo-gapping,Instrument,"The mother will water the plants with the watering can, the farmer will with the hoe. What the farmer will do with the hoe is","The mother will water the plants with the watering can, the farmer will with the hoe. What the farmer will do with the hoe is [MASK] the plants.",water,plants
350,71.0,T - T,"The policeman is hitting the demonstrator with something, but I don’t know what with.",Sluice-Stranding,Instrument,"The policeman is hitting the demonstrator with something, but I don't know what with. What I don't know is what the policeman is ","The policeman is hitting the demonstrator with something, but I don't know what with. What I don't know is what the policeman is [MASK] the demonstrator with.",hitting,demonstrator
351,71.0,T - AT,"The policeman is hitting the demonstrator with something, but I don’t know who with.",Sluice-Stranding,Instrument,"The policeman is hitting the demonstrator with something, but I don't know who with. What I don't know is who the policeman is ","The policeman is hitting the demonstrator with something, but I don't know who with. What I don't know is who the policeman is [MASK] the demonstrator with.",hitting,demonstrator
352,71.0,AT - T,"The policeman is hitting the demonstrator with someone, but I don’t know what with.",Sluice-Stranding,Instrument,"The policeman is hitting the demonstrator with someone, but I don't know what with. What I don't know is what the policeman is ","The policeman is hitting the demonstrator with someone, but I don't know what with. What I don't know is what the policeman is [MASK] the demonstrator with.",hitting,demonstrator
353,71.0,AT - AT,"The policeman is hitting the demonstrator with someone, but I don’t know who with. ",Sluice-Stranding,Instrument,"The policeman is hitting the demonstrator with someone, but I don't know who with. What I don't know is who the policeman is ","The policeman is hitting the demonstrator with someone, but I don't know who with. What I don't know is who the policeman is [MASK] the demonstrator with.",hitting,demonstrator
354,71.0,T - SP violation,"The policeman is hitting the demonstrator with something, but I don’t know where with.",Sluice-Stranding,Instrument,"The policeman is hitting the demonstrator with something, but I don't know where with. What I don't know is where the policeman is","The policeman is hitting the demonstrator with something, but I don't know where with. What I don't know is where the policeman is [MASK] the demonstrator with.",hitting,demonstrator
355,72.0,T - T,"The journalist is writing an article with something, but I’m not sure what with.",Sluice-Stranding,Instrument,"The journalist is writing an article with something, but I'm not sure what with. What I'm not sure about is what the journalist is","The journalist is writing an article with something, but I'm not sure what with. What I'm not sure about is what the journalist is [MASK] an article with.",writing,article
356,72.0,T - AT,"The journalist is writing an article with something, but I’m not sure who with.",Sluice-Stranding,Instrument,"The journalist is writing an article with something, but I'm not sure who with. What I'm not sure about is who the journalist is","The journalist is writing an article with something, but I'm not sure who with. What I'm not sure about is who the journalist is [MASK] an article with.",writing,article
357,72.0,AT - T,"The journalist is writing an article with someone, but I’m not sure what with.",Sluice-Stranding,Instrument,"The journalist is writing an article with someone, but I'm not sure what with. What I'm not sure about is what the journalist is","The journalist is writing an article with someone, but I'm not sure what with. What I'm not sure about is what the journalist is [MASK] an article with.",writing,article
358,72.0,AT - AT,"The journalist is writing an article with someone, but I’m not sure who with.",Sluice-Stranding,Instrument,"The journalist is writing an article with someone, but I'm not sure who with. What I'm not sure about is who the journalist is","The journalist is writing an article with someone, but I'm not sure who with. What I'm not sure about is who the journalist is [MASK] an article with.",writing,article
359,72.0,T - SP violation,"The journalist is writing an article with something, but I’m not sure how much with. ",Sluice-Stranding,Instrument,"The journalist is writing an article with something, but I'm not sure how much with.  What I'm not sure about is how much the journalist is","The journalist is writing an article with something, but I'm not sure how much with.  What I'm not sure about is how much the journalist is [MASK] an article with.",writing,article
360,73.0,T - T,"The gardener cut the grass with something, but she didn’t know what with.",Sluice-Stranding,Instrument,"The gardener cut the grass with something, but she didn't know what with. What she didn't know is what the gardener","The gardener cut the grass with something, but she didn't know what with. What she didn't know is what the gardener [MASK] the grass with.",cut,grass
361,73.0,T - AT,"The gardener cut the grass with something, but she didn’t know who with.",Sluice-Stranding,Instrument,"The gardener cut the grass with something, but she didn't know who with. What she didn't know is who the gardener","The gardener cut the grass with something, but she didn't know who with. What she didn't know is who the gardener [MASK] the grass with.",cut,grass
362,73.0,AT - T,"The gardener cut the grass with someone, but she didn’t know what with.",Sluice-Stranding,Instrument,"The gardener cut the grass with someone, but she didn't know what with. What she didn't know is what the gardener","The gardener cut the grass with someone, but she didn't know what with. What she didn't know is what the gardener [MASK] the grass with.",cut,grass
363,73.0,AT - AT,"The gardener cut the grass with someone, but she didn’t know who with.",Sluice-Stranding,Instrument,"The gardener cut the grass with someone, but she didn't know who with. What she didn't know is who the gardener","The gardener cut the grass with someone, but she didn't know who with. What she didn't know is who the gardener [MASK] the grass with.",cut,grass
364,73.0,T - SP violation,"The gardener cut the grass with something, but she didn’t know where with.",Sluice-Stranding,Instrument,"The gardener cut the grass with something, but she didn't know where with. What she didn't know is where the gardener","The gardener cut the grass with something, but she didn't know where with. What she didn't know is where the gardener [MASK] the grass with.",cut,grass
365,74.0,T - T,"The photographer was capturing the image with something, but he doesn’t know what with.",Sluice-Stranding,Instrument,"The photographer was capturing the image with something, but he doesn't know what with. What he doesn't know is what the photographer was","The photographer was capturing the image with something, but he doesn't know what with. What he doesn't know is what the photographer was [MASK] the image with.",capturing,image
366,74.0,T - AT,"The photographer was capturing the image with something, but he doesn’t know who with.",Sluice-Stranding,Instrument,"The photographer was capturing the image with something, but he doesn't know who with. What he doesn't know is who the photographer was","The photographer was capturing the image with something, but he doesn't know who with. What he doesn't know is who the photographer was [MASK] the image with.",capturing,image
367,74.0,AT - T,"The photographer was capturing the image with someone, but he doesn’t know what with. ",Sluice-Stranding,Instrument,"The photographer was capturing the image with someone, but he doesn't know what with.  What he doesn't know is what the photographer was","The photographer was capturing the image with someone, but he doesn't know what with.  What he doesn't know is what the photographer was [MASK] the image with.",capturing,image
368,74.0,AT - AT,"The photographer was capturing the image with someone, but he doesn’t know who with.",Sluice-Stranding,Instrument,"The photographer was capturing the image with someone, but he doesn't know who with. What he doesn't know is who the photographer was","The photographer was capturing the image with someone, but he doesn't know who with. What he doesn't know is who the photographer was [MASK] the image with.",capturing,image
369,74.0,T - SP violation,"The photographer was capturing the image with something, but he doesn’t know where with.",Sluice-Stranding,Instrument,"The photographer was capturing the image with something, but he doesn't know where with. What he doesn't know is where the photographer was","The photographer was capturing the image with something, but he doesn't know where with. What he doesn't know is where the photographer was [MASK] the image with.",capturing,image
370,75.0,T - T,"The cook flipped the pancake with something, but I didn’t know what with.",Sluice-Stranding,Instrument,"The cook flipped the pancake with something, but I didn't know what with. What I didn't know is what the cook","The cook flipped the pancake with something, but I didn't know what with. What I didn't know is what the cook [MASK] the pancake with.",fliipped,pancake
371,75.0,T - AT,"The cook flipped the pancake with something, but I didn’t know who with.",Sluice-Stranding,Instrument,"The cook flipped the pancake with something, but I didn't know who with. What I didn't know is who the cook","The cook flipped the pancake with something, but I didn't know who with. What I didn't know is who the cook [MASK] the pancake with.",fliipped,pancake
372,75.0,AT - T,"The cook flipped the pancake with someone, but I didn’t know what with. ",Sluice-Stranding,Instrument,"The cook flipped the pancake with someone, but I didn't know what with.  What I didn't know is what the cook","The cook flipped the pancake with someone, but I didn't know what with.  What I didn't know is what the cook [MASK] the pancake with.",fliipped,pancake
373,75.0,AT - AT,"The cook flipped the pancake with someone, but I didn’t know who with.",Sluice-Stranding,Instrument,"The cook flipped the pancake with someone, but I didn't know who with. What I didn't know is who the cook","The cook flipped the pancake with someone, but I didn't know who with. What I didn't know is who the cook [MASK] the pancake with.",fliipped,pancake
374,75.0,T - SP violation,"The cook flipped the pancake with something, but I didn’t know how much with.",Sluice-Stranding,Instrument,"The cook flipped the pancake with something, but I didn't know how much with. What I didn't know is how much the cook","The cook flipped the pancake with something, but I didn't know how much with. What I didn't know is how much the cook [MASK] the pancake with.",fliipped,pancake
375,76.0,T - T,"The housewife cleaned the table in the kitchen, but the waiter didn’t in the restaurant.",VP-ellipsis,Location,"The housewife cleaned the table in the kitchen, but the waiter didn't in the restaurant. What the waiter did not in the restaurant is","The housewife cleaned the table in the kitchen, but the waiter didn't in the restaurant. What the waiter did not in the restaurant is [MASK] the table.",clean,table
376,76.0,T - AT,"The housewife cleaned the table in the kitchen, but the waiter didn’t in the classroom.",VP-ellipsis,Location,"The housewife cleaned the table in the kitchen, but the waiter didn't in the classroom. What the waiter did not in the classroom is","The housewife cleaned the table in the kitchen, but the waiter didn't in the classroom. What the waiter did not in the classroom is [MASK] the table.",clean,table
377,76.0,AT - T,"The housewife cleaned the table in the armory, but the waiter didn’t in the restaurant.",VP-ellipsis,Location,"The housewife cleaned the table in the armory, but the waiter didn't in the restaurant. What the waiter did not in the restaurant is","The housewife cleaned the table in the armory, but the waiter didn't in the restaurant. What the waiter did not in the restaurant is [MASK] the table.",clean,table
378,76.0,AT - AT,"The housewife cleaned the table in the armory, but the waiter didn’t in the classroom.",VP-ellipsis,Location,"The housewife cleaned the table in the armory, but the waiter didn't in the classroom. What the waiter did not in the classroom is","The housewife cleaned the table in the armory, but the waiter didn't in the classroom. What the waiter did not in the classroom is [MASK] the table.",clean,table
379,76.0,T - SP violation,"The housewife cleaned the table in the kitchen, but the waiter didn’t in the cat.",VP-ellipsis,Location,"The housewife cleaned the table in the kitchen, but the waiter didn't in the cat. What the waiter did not in the cat is","The housewife cleaned the table in the kitchen, but the waiter didn't in the cat. What the waiter did not in the cat is [MASK] the table.",clean,table
380,77.0,T - T,"The student used the computer in the library, and the professor did in the office.",VP-ellipsis,Location,"The student used the computer in the library, and the professor did in the office. What the professor did in the office was","The student used the computer in the library, and the professor did in the office. What the professor did in the office was [MASK] the computer.",use,computer
381,77.0,T - AT,"The student used the computer in the library, and the professor did in the pub.",VP-ellipsis,Location,"The student used the computer in the library, and the professor did in the pub. What the professor did in the pub was","The student used the computer in the library, and the professor did in the pub. What the professor did in the pub was [MASK] the computer.",use,computer
382,77.0,AT - T,"The student used the computer in the helicopter, and the professor did in the office.",VP-ellipsis,Location,"The student used the computer in the helicopter, and the professor did in the office. What the professor did in the office was","The student used the computer in the helicopter, and the professor did in the office. What the professor did in the office was [MASK] the computer.",use,computer
383,77.0,AT - AT,"The student used the computer in the helicopter, and the professor did in the pub.",VP-ellipsis,Location,"The student used the computer in the helicopter, and the professor did in the pub. What the professor did in the pub was","The student used the computer in the helicopter, and the professor did in the pub. What the professor did in the pub was [MASK] the computer.",use,computer
384,77.0,T - SP violation,"The student used the computer in the library, and the professor did in the shoes.",VP-ellipsis,Location,"The student used the computer in the library, and the professor did in the shoes. What the professor did in the shoes was","The student used the computer in the library, and the professor did in the shoes. What the professor did in the shoes was [MASK] the computer.",use,computer
385,78.0,T - T,"The soldier celebrated the victory in the battlefield, the athlete will on the podium.",VP-ellipsis,Location,"The soldier celebrated the victory in the battlefield, the athlete will on the podium. What the athlete did on the podium was","The soldier celebrated the victory in the battlefield, the athlete will on the podium. What the athlete did on the podium was [MASK] the victory.",celebrate,victory
386,78.0,T - AT,"The soldier celebrated the victory in the battlefield, the athlete will in the car.",VP-ellipsis,Location,"The soldier celebrated the victory in the battlefield, the athlete will in the car. What the athlete did in the car was","The soldier celebrated the victory in the battlefield, the athlete will in the car. What the athlete did in the car was [MASK] the victory.",celebrate,victory
387,78.0,AT - T,"The soldier celebrated the victory in the university, the athlete will on the podium.",VP-ellipsis,Location,"The soldier celebrated the victory in the university, the athlete will on the podium. What the athlete did on the podium was","The soldier celebrated the victory in the university, the athlete will on the podium. What the athlete did on the podium was [MASK] the victory.",celebrate,victory
388,78.0,AT - AT,"The soldier celebrated the victory in the university, the athlete will in the car. ",VP-ellipsis,Location,"The soldier celebrated the victory in the university, the athlete will in the car. What the athlete did in the car was","The soldier celebrated the victory in the university, the athlete will in the car. What the athlete did in the car was [MASK] the victory.",celebrate,victory
389,78.0,T - SP violation,"The soldier celebrated the victory in the battlefield, the athlete will on the orange.",VP-ellipsis,Location,"The soldier celebrated the victory in the battlefield, the athlete will on the orange. What the athlete did on the orange was","The soldier celebrated the victory in the battlefield, the athlete will on the orange. What the athlete did on the orange was [MASK] the victory.",celebrate,victory
390,79.0,T - T,"The president delivered a speech in parliament, the priest did in the church.",VP-ellipsis,Location,"The president delivered a speech in parliament, the priest did in the church. What the priest did in the church is","The president delivered a speech in parliament, the priest did in the church. What the priest did in the church is [MASK] a speech.",deliver,speech
391,79.0,T - AT,"The president delivered a speech in parliament, the priest did in the restaurant.",VP-ellipsis,Location,"The president delivered a speech in parliament, the priest did in the restaurant. What the priest did in the restaurant is","The president delivered a speech in parliament, the priest did in the restaurant. What the priest did in the restaurant is [MASK] a speech.",deliver,speech
392,79.0,AT - T,"The president delivered a speech in the mountain, the priest did in the church.",VP-ellipsis,Location,"The president delivered a speech in the mountain, the priest did in the church. What the priest did in the church is","The president delivered a speech in the mountain, the priest did in the church. What the priest did in the church is [MASK] a speech.",deliver,speech
393,79.0,AT - AT,"The president delivered a speech in the mountain, and the priest did in the restaurant.",VP-ellipsis,Location,"The president delivered a speech in the mountain, and the priest did in the restaurant. What the priest did in the restaurant is","The president delivered a speech in the mountain, and the priest did in the restaurant. What the priest did in the restaurant is [MASK] a speech.",deliver,speech
394,79.0,T - SP violation,"The president delivered a speech in the parliament, and the priest did in the circle.",VP-ellipsis,Location,"The president delivered a speech in the parliament, and the priest did in the circle. What the priest did in the circle is","The president delivered a speech in the parliament, and the priest did in the circle. What the priest did in the circle is [MASK] a speech.",deliver,speech
395,80.0,T - T,"The student heard the presentation in the university, the spectator will in the auditorium.",VP-ellipsis,Location,"The student heard the presentation in the university, the spectator will in the auditorium. What the spectator will do in the auditorium is","The student heard the presentation in the university, the spectator will in the auditorium. What the spectator will do in the auditorium is [MASK] the presentation.",hear,presentation
396,80.0,T - AT,"The student heard the presentation in the university, the spectator will in the bakery.",VP-ellipsis,Location,"The student heard the presentation in the university, the spectator will in the bakery. What the spectator will do in the bakery is","The student heard the presentation in the university, the spectator will in the bakery. What the spectator will do in the bakery is [MASK] the presentation.",hear,presentation
397,80.0,AT - T,"The student heard the presentation in the subway, the spectator will in the auditorium.",VP-ellipsis,Location,"The student heard the presentation in the subway, the spectator will in the auditorium. What the spectator will do in the auditorium is","The student heard the presentation in the subway, the spectator will in the auditorium. What the spectator will do in the auditorium is [MASK] the presentation.",hear,presentation
398,80.0,AT - AT,"The student heard the presentation in the subway, the spectator will in the bakery.",VP-ellipsis,Location,"The student heard the presentation in the subway, the spectator will in the bakery. What the spectator will do in the bakery is","The student heard the presentation in the subway, the spectator will in the bakery. What the spectator will do in the bakery is [MASK] the presentation.",hear,presentation
399,80.0,T - SP violation,"The student heard the presentation in the university, the spectator will in the monkey.",VP-ellipsis,Location,"The student heard the presentation in the university, the spectator will in the monkey. What the spectator will do in the monkey is","The student heard the presentation in the university, the spectator will in the monkey. What the spectator will do in the monkey is [MASK] the presentation.",hear,presentation
400,81.0,T - T,"The refugees found shelter in the church, and so did civilians in bunkers.",Do-x/ Do-so anaphora,Location,"The refugees found shelter in the church, and so did civilians in bunkers. What civilians did in bunkers is","The refugees found shelter in the church, and so did civilians in bunkers. What civilians did in bunkers is [MASK] shelter.",find,shelter
401,81.0,T - AT,"The refugees found shelter in the church, and so did civilians in supermarkets.",Do-x/ Do-so anaphora,Location,"The refugees found shelter in the church, and so did civilians in supermarkets. What civilians did in supermarkets is","The refugees found shelter in the church, and so did civilians in supermarkets. What civilians did in supermarkets is [MASK] shelter.",find,shelter
402,81.0,AT - T,"The refugees found shelter in the bakery, and so did civilians in bunkers.",Do-x/ Do-so anaphora,Location,"The refugees found shelter in the bakery, and so did civilians in bunkers. What civilians did in bunkers is","The refugees found shelter in the bakery, and so did civilians in bunkers. What civilians did in bunkers is [MASK] shelter.",find,shelter
403,81.0,AT - AT,"The refugees found shelter in the bakery, and so did civilians in supermarkets.",Do-x/ Do-so anaphora,Location,"The refugees found shelter in the bakery, and so did civilians in supermarkets. What civilians did in supermarkets is","The refugees found shelter in the bakery, and so did civilians in supermarkets. What civilians did in supermarkets is [MASK] shelter.",find,shelter
404,81.0,T - SP violation,"The refugees found shelter in the church, and so did civilians in the inflation.",Do-x/ Do-so anaphora,Location,"The refugees found shelter in the church, and so did civilians in the inflation. What civilians did in the inflation is","The refugees found shelter in the church, and so did civilians in the inflation. What civilians did in the inflation is [MASK] shelter.",find,shelter
405,82.0,T - T,"The dog played with his owner in the park, and the cat did the same thing in the house.",Do-x/ Do-so anaphora,Location,"The dog played with his owner in the park, and the cat did the same thing in the house. What the cat did in the house is","The dog played with his owner in the park, and the cat did the same thing in the house. What the cat did in the house is [MASK] with his owner.",play,instr: with his owner
406,82.0,T - AT,"The dog played with his owner in the park, and the cat did the same thing in the supermarket.",Do-x/ Do-so anaphora,Location,"The dog played with his owner in the park, and the cat did the same thing in the supermarket. What the cat did in the supermarket is","The dog played with his owner in the park, and the cat did the same thing in the supermarket. What the cat did in the supermarket is [MASK] with his owner.",play,instr: with his owner
407,82.0,AT - T,"The dog played with his owner in the auditorium, and the cat did the same thing in the house.",Do-x/ Do-so anaphora,Location,"The dog played with his owner in the auditorium, and the cat did the same thing in the house. What the cat did in the house is","The dog played with his owner in the auditorium, and the cat did the same thing in the house. What the cat did in the house is [MASK] with his owner.",play,instr: with his owner
408,82.0,AT - AT,"The dog played with his owner in the auditorium, and the cat did the same thing in the supermarket.",Do-x/ Do-so anaphora,Location,"The dog played with his owner in the auditorium, and the cat did the same thing in the supermarket. What the cat did in the supermarket is","The dog played with his owner in the auditorium, and the cat did the same thing in the supermarket. What the cat did in the supermarket is [MASK] with his owner.",play,instr: with his owner
409,82.0,T - SP violation,"The dog played with his owner in the park, and the cat did the same thing in the heat.",Do-x/ Do-so anaphora,Location,"The dog played with his owner in the park, and the cat did the same thing in the heat. What the cat did in the heat is","The dog played with his owner in the park, and the cat did the same thing in the heat. What the cat did in the heat is [MASK] with his owner.",play,instr: with his owner
410,83.0,T - T,"The artist hung the picture in the gallery, and the teenager did so in the room too. ",Do-x/ Do-so anaphora,Location,"The artist hung the picture in the gallery, and the teenager did so in the room too. What the teenager did in the room is","The artist hung the picture in the gallery, and the teenager did so in the room too. What the teenager did in the room is [MASK] the picture.",hang,picture
411,83.0,T - AT,"The artist hung the picture in the gallery, and the teenager did so in the gym too.",Do-x/ Do-so anaphora,Location,"The artist hung the picture in the gallery, and the teenager did so in the gym too. What the teenager did in the gym is","The artist hung the picture in the gallery, and the teenager did so in the gym too. What the teenager did in the gym is [MASK] the picture.",hang,picture
412,83.0,AT - T,"The artist hung the picture in the factory, and the teenager did so in the room too.",Do-x/ Do-so anaphora,Location,"The artist hung the picture in the factory, and the teenager did so in the room too. What the teenager did in the room is","The artist hung the picture in the factory, and the teenager did so in the room too. What the teenager did in the room is [MASK] the picture.",hang,picture
413,83.0,AT - AT,"The artist hung the picture in the factory, and the teenager did so in the gym too.  ",Do-x/ Do-so anaphora,Location,"The artist hung the picture in the factory, and the teenager did so in the gym too. What the teenager did in the gym is","The artist hung the picture in the factory, and the teenager did so in the gym too. What the teenager did in the gym is [MASK] the picture.",hang,picture
414,83.0,T - SP violation,"The artist hung the picture in the gallery, and the teenager did so in the mother too.",Do-x/ Do-so anaphora,Location,"The artist hung the picture in the gallery, and the teenager did so in the mother too. What the teenager did in the mother is","The artist hung the picture in the gallery, and the teenager did so in the mother too. What the teenager did in the mother is [MASK] the picture.",hang,picture
415,84.0,T - T,"The hound fetched the bird in the forest, and so did the cat in the garden.",Do-x/ Do-so anaphora,Location,"The hound fetched the bird in the forest, and so did the cat in the garden. What the cat did in the garden is","The hound fetched the bird in the forest, and so did the cat in the garden. What the cat did in the garden is [MASK] the bird.",fetch,bird
416,84.0,T - AT,"The hound fetched the bird in the forest, and so did the cat in the house.",Do-x/ Do-so anaphora,Location,"The hound fetched the bird in the forest, and so did the cat in the house. What the cat did in the house is","The hound fetched the bird in the forest, and so did the cat in the house. What the cat did in the house is [MASK] the bird.",fetch,bird
417,84.0,AT - T,"The hound fetched the bird in the hospital, and so did the cat in the garden.",Do-x/ Do-so anaphora,Location,"The hound fetched the bird in the hospital, and so did the cat in the garden. What the cat did in the garden is","The hound fetched the bird in the hospital, and so did the cat in the garden. What the cat did in the garden is [MASK] the bird.",fetch,bird
418,84.0,AT - AT,"The hound fetched the bird in the hospital, and so did the cat in the house. ",Do-x/ Do-so anaphora,Location,"The hound fetched the bird in the hospital, and so did the cat in the house.  What the cat did in the house is","The hound fetched the bird in the hospital, and so did the cat in the house.  What the cat did in the house is [MASK] the bird.",fetch,bird
419,84.0,T - SP violation,"The hound fetched the bird in the forest, and so did the cat in the air. ",Do-x/ Do-so anaphora,Location,"The hound fetched the bird in the forest, and so did the cat in the air.  What the cat did in the air is","The hound fetched the bird in the forest, and so did the cat in the air.  What the cat did in the air is [MASK] the bird.",fetch,bird
420,85.0,T - T,"The family sunbathed on the beach, and the billionaire did the same thing on the yacht.",Do-x/ Do-so anaphora,Location,"The family sunbathed on the beach, and the billionaire did the same thing on the yacht. What the billionaire did on the yacht is","The family sunbathed on the beach, and the billionaire did the same thing on the yacht. What the billionaire did on the yacht is [MASK].",sunbath,nan
421,85.0,T - AT,"The family sunbathed on the beach, and the billionaire did the same thing in the garden.",Do-x/ Do-so anaphora,Location,"The family sunbathed on the beach, and the billionaire did the same thing in the garden. What the billionaire did in the garden is","The family sunbathed on the beach, and the billionaire did the same thing in the garden. What the billionaire did in the garden is [MASK].",sunbath,nan
422,85.0,AT - T,"The family sunbathed at the river, and the billionaire did the same thing on the yacht. ",Do-x/ Do-so anaphora,Location,"The family sunbathed at the river, and the billionaire did the same thing on the yacht. What the billionaire did on the yacht is","The family sunbathed at the river, and the billionaire did the same thing on the yacht. What the billionaire did on the yacht is [MASK].",sunbath,nan
423,85.0,AT - AT,"The family sunbathed at the river, and the billionaire did the same thing in the garden.",Do-x/ Do-so anaphora,Location,"The family sunbathed at the river, and the billionaire did the same thing in the garden. What the billionaire did in the garden is","The family sunbathed at the river, and the billionaire did the same thing in the garden. What the billionaire did in the garden is [MASK].",sunbath,nan
