,ID,Condition,Sentence,Construction,Semantic_Role,Sentence_score_(GPT),Sentence_score_(BERT)
424,85,T – SP violation,"The family sunbathed on the beach, and the billionaire did the same thing in the vase.",Do-x/ Do-so anaphora,Location,-3.7781028747558594,-1.7178797245025634
425,86,T – T,"The cameraman is recording a video on the set, and the tourist in the museum.",Gapping,Location,-4.343284606933594,-2.814796633190579
426,86,T – AT,"The cameraman is recording a video on the set, and the tourist in the hospital.",Gapping,Location,-4.148884296417236,-2.758730994330512
427,86,AT – T,"The cameraman is recording a video in the greenhouse, and the tourist in the museum.",Gapping,Location,-4.2848334312438965,-2.6612292660607237
428,86,AT – AT,"The cameraman is recording a video in the greenhouse, and the tourist in the hospital.",Gapping,Location,-4.152649879455566,-2.6512092219458685
429,86,T – SP violation,"The cameraman is recording a video on the set, and the tourist in the shoes.",Gapping,Location,-4.251718997955322,-2.944389396243625
430,87,T – T,"The professor opens the congress in the university, and the speaker in the auditorium.",Gapping,Location,-4.159314632415772,-2.845694363117218
431,87,T – AT,"The professor opens the congress in the university, and the speaker in the gym.",Gapping,Location,-4.6952104568481445,-3.2033713459968567
432,87,AT – T,"The professor opens the congress in the university, and the speaker in the gym.",Gapping,Location,-4.6952104568481445,-3.2033713459968567
433,87,AT – AT,"The professor opens the congress in the circus, and the speaker in the gym.",Gapping,Location,-4.936699390411377,-3.5581939220428467
434,87,T – SP violation,"The professor opens the congress in the university, and the speaker in the luggage",Gapping,Location,-5.257738590240479,-4.143676789601644
435,88,T – T,"The painter painted a picture in the square, and the child in the kindergarten.",Gapping,Location,-4.3627214431762695,-2.2837186753749847
436,88,T – AT,"The painter painted a picture in the square, and the child in the parking.",Gapping,Location,-4.755777359008789,-2.6936861872673035
437,88,AT – T,"The painter painted a picture in the barracks, and the child in the kindergarten.",Gapping,Location,-4.405888557434082,-2.480155050754547
438,88,AT – AT,"The painter painted a picture in the barracks, and the child in the parking. ",Gapping,Location,-5.093867301940918,-3.20465949177742
439,88,T – SP violation,"The painter painted a picture in the square, and the child in the turtle.",Gapping,Location,-4.372337818145752,-2.796070486307144
440,89,T – T,"The farmer is picking vegetables in the greenhouse, and the grandfather in the garden.",Gapping,Location,-4.084529399871826,-2.400566399097442
441,89,T – AT,"The farmer is picking vegetables in the greenhouse, and the grandfather on the beach.",Gapping,Location,-4.391408920288086,-2.6226943731307983
442,89,AT – T,"The farmer is picking vegetables in the mountain, and the grandfather on the beach.",Gapping,Location,-4.565892696380615,-3.0431688129901886
443,89,AT – AT,"The farmer is picking vegetables in the mountain, and the grandfather on the beach.",Gapping,Location,-4.565892696380615,-3.0431688129901886
444,89,T – SP violation,"The farmer is picking vegetables in the greenhouse, and the grandfather in the ball.",Gapping,Location,-4.739355564117432,-3.430599480867386
445,90,T – T,"The priest married the couple in the church, and the mayor in the city hall.",Gapping,Location,-3.4047563076019287,-1.7460581555086023
446,90,T – AT,"The priest married the couple in the church, and the mayor in the supermarket.",Gapping,Location,-3.780673503875733,-2.6127174496650696
447,90,AT – T,"The priest married the couple on the beach, and the mayor in the city hall.",Gapping,Location,-4.030968189239502,-2.701376522288603
448,90,AT – AT,"The priest married the couple on the boat, and the mayor in the supermarket.",Gapping,Location,-4.614994525909424,-3.361458152532577
449,90,T – SP violation,"The priest married the couple in the church, and the mayor in the umbrella.",Gapping,Location,-4.289069175720215,-3.1106477081775665
450,91,T – T,"The mother will cook the pizza in the oven, and the pizza maker will in the wood oven.",Pseudo-gapping,Location,-3.645423889160156,-1.879168915748596
451,91,T – AT,"The mother will cook the pizza in the oven, and the pizza maker will in the pan.",Pseudo-gapping,Location,-3.614748954772949,-1.8958236292788857
452,91,AT – T,"The mother will cook the pizza in the microwave, and the pizza maker will in the wood oven.",Pseudo-gapping,Location,-3.8599002361297607,-2.000813031196594
453,91,AT – AT,"The mother will cook the pizza in the microwave, and the pizza maker will in the pan.",Pseudo-gapping,Location,-3.830061912536621,-2.039466054815995
454,91,T – SP violation,"The mother will cook the pizza in the microwave, and the pizza maker will in the pan.",Pseudo-gapping,Location,-3.830061912536621,-2.039466054815995
455,92,T – T,"The doctor will wear the white coat in the hospital, and the pharmacist will in the pharmacy.",Pseudo-gapping,Location,-3.213052034378052,-1.189800045707009
456,92,T – AT,"The doctor will wear the white coat in the hospital, and the pharmacist will in the garden.",Pseudo-gapping,Location,-3.5192408561706543,-1.2174863381819292
457,92,AT – T,"The doctor will wear the white coat in the gym, and the pharmacist will in the pharmacy.",Pseudo-gapping,Location,-3.394245386123657,-1.4783388051119717
458,92,AT – AT,"The doctor will wear the white coat in the gym, and the pharmacist will in the garden. ",Pseudo-gapping,Location,-3.9064228534698486,-1.4617847962812944
459,92,T – SP violation,"The doctor will wear the white coat in the hospital, and the pharmacist will in the allergy.",Pseudo-gapping,Location,-4.259662628173828,-1.5903215010960896
460,93,T – T,"The student will dance in the disco, and the dancer will in the theater.",Pseudo-gapping,Location,-4.278682231903076,-2.41009172797203
461,93,T – AT,"The student will dance in the disco, and the dancer will in the living room.",Pseudo-gapping,Location,-4.013926982879639,-2.565821872038
462,93,AT – T,"The student will dance in the gym, and the dancer will in the theater.",Pseudo-gapping,Location,-4.175066947937012,-2.053076446056366
463,93,AT – AT,"The student will dance in the gym, and the dancer will in the living room.",Pseudo-gapping,Location,-3.910670280456543,-1.9674497772665585
464,93,T – SP violation,"The student will dance in the disco, and the dancer will in the picture. ",Pseudo-gapping,Location,-4.562357902526856,-3.3723083436489105
465,94,T – T,"The traveller will check the watch on the platform, and the businessman will in the office.",Pseudo-gapping,Location,-4.974403858184815,-2.687191235391717
466,94,T – AT,"The traveller will check the watch on the platform, and the businessman will at the zoo. ",Pseudo-gapping,Location,-5.289684772491455,-2.8912919195074784
467,94,AT – T,"The traveller will check the watch in the prison, and the businessman will in the office.",Pseudo-gapping,Location,-4.797914505004883,-2.7435582813463717
468,94,AT – AT,"The traveller will check the watch in the prison, and the businessman will at the zoo.",Pseudo-gapping,Location,-5.111672878265381,-2.8836395364058647
469,94,T – SP violation,"The traveller will check the watch on the platform, and the businessman will in the bread.",Pseudo-gapping,Location,-5.367168426513672,-3.352299740439967
470,95,T – T,"The singer will perform in the stadium, and the drag queen will in the nightclub.",Pseudo-gapping,Location,-3.867983341217041,-1.5686547615948845
471,95,T – AT,"The singer will perform in the stadium, and the drag queen will in the kitchen. ",Pseudo-gapping,Location,-4.211236000061035,-1.8092006234561693
472,95,AT – T,"The singer will perform on the beach, and the drag queen will in the nightclub.",Pseudo-gapping,Location,-3.98942756652832,-1.8075714391820568
473,95,AT – AT,"The singer will perform on the beach, and the drag queen will in the kitchen. ",Pseudo-gapping,Location,-4.209736347198486,-1.780444537892061
474,95,T – SP violation,"The singer will perform in the stadium, and the drag queen will in the bottle.",Pseudo-gapping,Location,-4.183623790740967,-2.230716312632841
475,96,T – T,"The student completed the project before the exam, but the engineer didn’t before the deadline.",VP-ellipsis,Time,-4.920945167541504,-4.064246579220421
476,96,T – AT,"The student completed the project before the exam, but the engineer didn’t before the summer.",VP-ellipsis,Time,-5.067224025726318,-4.389718909012644
477,96,AT – T,"The student completed the project before the execution, but the engineer didn’t before the deadline.",VP-ellipsis,Time,-5.326908111572266,-4.4872331619262695
478,96,AT – AT,"The student completed the project before the execution, but the engineer didn’t before the summer.",VP-ellipsis,Time,-5.413906097412109,-4.728012135154323
479,96,T – SP violation,"The student completed the project before the exam, but the engineer didn’t before the book.",VP-ellipsis,Time,-5.154288291931152,-4.613520597156725
480,97,T – T,"The passenger buys a ticket before the departure, the tourist will before the holiday.",VP-ellipsis,Time,-5.0788397789001465,-2.837459146976471
481,97,T – AT,"The passenger buys a ticket before the departure, the tourist will before breakfast.",VP-ellipsis,Time,-5.50559139251709,-3.357380739847819
482,97,AT – T,"The passenger buys a ticket before the meeting, the tourist will before the holiday.",VP-ellipsis,Time,-5.315173149108887,-3.288807332515717
483,97,AT – AT,"The passenger buys a ticket before the meeting, the tourist will before breakfast.",VP-ellipsis,Time,-5.702532768249512,-3.646375878651937
484,97,T – SP violation,"The passenger buys a ticket before the departure, the tourist will before the banana.",VP-ellipsis,Time,-5.600336074829102,-3.7714648246765137
485,98,T – T,"The student cut his hair before the graduation, the groom will before the marriage. ",VP-ellipsis,Time,-5.022411823272705,-2.7719424068927765
486,98,T – AT,"The student cut his hair before the graduation, the groom will before the workout.",VP-ellipsis,Time,-5.5081000328063965,-2.960311917697682
487,98,AT – T,"The student cut his hair before the excursion, the groom will before the marriage.",VP-ellipsis,Time,-4.749120712280273,-2.749048485475428
488,98,AT – AT,"The student cut his hair before the excursion, the groom will before the workout.",VP-ellipsis,Time,-5.2471184730529785,-2.6806154251098637
489,98,T – SP violation,"The student cut his hair before the graduation, the groom will before the bike.",VP-ellipsis,Time,-5.607039451599121,-4.098877012729645
490,99,T – T,"The musician entertained the crowd during the concert, and the comedian did during the show.",VP-ellipsis,Time,-3.857374668121338,-1.873025922214284
491,99,T – AT,"The musician entertained the crowd during the concert, and the comedian did during the lesson.",VP-ellipsis,Time,-4.314770698547363,-2.5312328619115494
492,99,AT – T,"The musician entertained the crowd during the flight, and the comedian did during the show.",VP-ellipsis,Time,-4.184750080108643,-2.456893976996927
493,99,AT – AT,"The musician entertained the crowd during the flight, and the comedian did during the lesson.",VP-ellipsis,Time,-4.542486667633057,-2.854028645683737
494,99,T – SP violation,"The musician entertained the crowd during the concert, and the comedian did during the television.",VP-ellipsis,Time,-4.576940536499023,-2.3945320634280933
495,100,T – T,"The soldier checked the rifle during the drill, but the hunter didn’t before the hunting.",VP-ellipsis,Time,-5.461638450622559,-4.945754026111803
496,100,T – AT,"The soldier checked the rifle during the drill, but the hunter didn’t before the wedding.",VP-ellipsis,Time,-5.462261199951172,-5.076703924881785
497,100,AT – T,"The soldier checked the rifle during the party, but the hunter didn’t before the hunting.",VP-ellipsis,Time,-5.634771347045898,-5.003984978324489
498,100,AT – AT,"The soldier checked the rifle during the party, but the hunter didn’t before the wedding.",VP-ellipsis,Time,-5.400996208190918,-4.883606584448564
499,100,T – SP violation,"The soldier checked the rifle during the drill, but the hunter didn’t before the leaf.",VP-ellipsis,Time,-5.825153350830078,-5.104698783472965
500,101,T – T,"The cook washed his hands before cooking, and so did the doctor before the surgery.",Do-x/ Do-so anaphora,Time,-3.613177537918091,-1.091518430148854
501,101,T – AT,"The cook washed his hands before cooking, and so did the doctor before the meeting.",Do-x/ Do-so anaphora,Time,-4.247749328613281,-1.2441815768971165
502,101,AT – T,"The cook washed his hands before the match, and so did the doctor before the surgery.",Do-x/ Do-so anaphora,Time,-3.765882968902588,-2.022122436099582
503,101,AT – AT,"The cook washed his hands before the match, and so did the doctor before the meeting.",Do-x/ Do-so anaphora,Time,-3.832873582839966,-2.00438035859002
504,101,T – SP violation,"The cook washed his hands before cooking, and so did the doctor before the chair.",Do-x/ Do-so anaphora,Time,-4.041145324707031,-1.9171069930581488
505,102,T – T,"The professor spoke to the audience during the conference, and the businessman did so during the meeting too.",Do-x/ Do-so anaphora,Time,-3.90863037109375,-1.761995220184326
506,102,T – AT,"The professor spoke to the audience during the conference, and the businessman did so during the workout too.",Do-x/ Do-so anaphora,Time,-4.222986698150635,-2.087338379451207
507,102,AT – T,"The professor spoke to the audience during the funeral, and the businessman did so during the meeting too.",Do-x/ Do-so anaphora,Time,-4.10947322845459,-2.1841583013534547
508,102,AT – AT,"The professor spoke to the audience during the funeral, and the businessman did so during the workout too.",Do-x/ Do-so anaphora,Time,-4.45244026184082,-2.3134509041195823
509,102,T – SP violation,"The professor spoke to the audience during the conference, and the businessman did so during the door too.",Do-x/ Do-so anaphora,Time,-4.487760543823242,-3.087053894996643
510,103,T – T,"The student had lunch after school, and the worker did the same thing during the lunch break. ",Do-x/ Do-so anaphora,Time,-3.70060658454895,-1.1684220966539884
511,103,T – AT,"The student had lunch after school, and the worker did the same thing during the meeting.",Do-x/ Do-so anaphora,Time,-3.887508630752564,-1.7281438244713678
512,103,AT – T,"The student had lunch after an excursion, and the worker did the same thing during the lunch break.",Do-x/ Do-so anaphora,Time,-3.738302946090698,-1.5904903411865234
513,103,AT – AT,"The student had lunch after an excursion, and the worker did the same thing during the meeting.",Do-x/ Do-so anaphora,Time,-4.126392364501953,-2.0597356081008917
514,103,T – SP violation,"The student had lunch after school, and the worker did the same thing during the milk.",Do-x/ Do-so anaphora,Time,-4.287958145141602,-2.31870076391432
515,104,T – T,"The demonstrator carried the flag during the demonstration, and the cheerleader did so before the match too.",Do-x/ Do-so anaphora,Time,-3.761283159255981,-1.983999252319336
516,104,T – AT,"The demonstrator carried the flag during the demonstration, and the cheerleader did so before dinner too.",Do-x/ Do-so anaphora,Time,-4.200061798095703,-1.8630075681777227
517,104,AT – T,"The demonstrator carried the flag during lunch, and the cheerleader did so before the match too.",Do-x/ Do-so anaphora,Time,-4.275057315826416,-2.08671083904448
518,104,AT – AT,"The demonstrator carried the flag during lunch, and the cheerleader did so before dinner too. ",Do-x/ Do-so anaphora,Time,-4.5865559577941895,-1.5820733785629273
519,104,T – SP violation,"The demonstrator carried the flag during the demonstration, and the cheerleader did so before the phone too.",Do-x/ Do-so anaphora,Time,-4.317453861236572,-2.379345243627375
520,105,T – T,"The boxer delivered a punch during the fight, and so did the criminal during the robbery. ",Do-x/ Do-so anaphora,Time,-3.958157539367676,-1.4327587286631267
521,105,T – AT,"The boxer delivered a punch during the fight, and so did the criminal during the festival.",Do-x/ Do-so anaphora,Time,-4.155638694763184,-1.950710932413737
522,105,AT – T,"The boxer delivered a punch during the fire, and so did the criminal during the robbery.",Do-x/ Do-so anaphora,Time,-4.337244510650635,-2.117029243045383
523,105,AT – AT,"The boxer delivered a punch during the fire, and so did the criminal during the festival.",Do-x/ Do-so anaphora,Time,-4.732639312744141,-2.531808031929864
524,105,T – SP violation,"The boxer delivered a punch during the fight, and so did the criminal during the circle.",Do-x/ Do-so anaphora,Time,-4.287808418273926,-2.16300900777181
525,106,T – T,"The tourist visits some museums during the vacation, and the students during the school trip.",Gapping,Time,-4.254142284393311,-2.946595584644991
526,106,T – AT,"The tourist visits some museums during the vacation, and the students during the exams.",Gapping,Time,-4.509089946746826,-3.6946869790554047
527,106,AT – T,"The tourist visits some museums during the party, and the students during the school trip.",Gapping,Time,-4.4630045890808105,-3.164349499870749
528,106,AT – AT,"The tourist visits some museums during the party, and the students during the exams.",Gapping,Time,-4.651614189147949,-3.633492082357407
529,106,T – SP violation,"The tourist visits some museums during the vacation, and the students during the river.",Gapping,Time,-5.303795337677002,-4.041282594203949
530,107,T – T,"The bride put on her makeup before the ceremony, and the model before the photo shoot.",Gapping,Time,-3.4490180015563965,-1.4037255181206598
531,107,T – AT,"The bride put on her makeup before the ceremony, and the model before the meeting.",Gapping,Time,-3.967061281204224,-2.070731892305262
532,107,AT – T,"The bride put on her makeup before the party, and the model before the photo shoot.",Gapping,Time,-3.67008638381958,-1.5325929323832197
533,107,AT – AT,"The bride put on her makeup before the party, and the model before the meeting.",Gapping,Time,-4.1565937995910645,-2.26781525331385
534,107,T – SP violation,"The bride put on her makeup before the marriage, and the model before the table. ",Gapping,Time,-4.570850372314453,-2.730716957765467
535,108,T – T,"The student studied before the exam, and the public employee before the interview.",Gapping,Time,-4.407174587249756,-2.787741788228353
536,108,T – AT,"The student studied before the exam, and the public employee before the meeting.",Gapping,Time,-4.635948657989502,-3.35727809270223
537,108,AT – T,"The student studied before the excursion, and the public employee before the interview.",Gapping,Time,-4.663671016693115,-2.747255265712738
538,108,AT – AT,"The student studied before the excursion, and the public employee before the meeting.",Gapping,Time,-4.673304080963135,-3.194349884986877
539,108,T – SP violation,"The student studied before the exam, and the public employee before the bag. ",Gapping,Time,-5.497981071472168,-3.760669326782226
540,109,T – T,"The athlete stretches before the workout, and the dancer before the performance. ",Gapping,Time,-4.276806354522705,-2.7526593526204426
541,109,T – AT,"The athlete stretches before the workout, and the dancer before lunch.",Gapping,Time,-4.98427152633667,-3.0040145942143037
542,109,AT – T,"The athlete stretches before the party, and the dancer before the performance. ",Gapping,Time,-4.539950847625732,-3.7610813549586704
543,109,AT – AT,"The athlete stretches before the party, and the dancer before lunch. ",Gapping,Time,-5.194036483764648,-4.069997567396897
544,109,T – SP violation,"The athlete stretches before the workout, and the dancer before the bottle. ",Gapping,Time,-5.16133451461792,-3.327486069997152
545,110,T – T,"The actor rehearsed before the play, and the singer before the concert.",Gapping,Time,-3.8371856212615967,-1.647912951076732
546,110,T – AT,"The actor rehearsed before the play, and the singer before the lesson.",Gapping,Time,-4.573763370513916,-2.019826720742618
547,110,AT – T,"The actor rehearsed before the festival, and the singer before the concert.",Gapping,Time,-4.066624641418457,-1.937182117910946
548,110,AT – AT,"The actor rehearsed before the festival, and the singer before the lesson. ",Gapping,Time,-5.095870971679688,-2.550725712495692
549,110,T – SP violation,"The actor rehearsed before the play, and the singer before sadness. ",Gapping,Time,-5.583667278289795,-2.6871806979179382
550,111,T – T,"The runner will drink some water after the race, and the athlete will after the workout.",Pseudo-gapping,Time,-3.633005142211914,-1.5862587125677812
551,111,T – AT,"The runner will drink some water after the race, and the athlete will after the funeral.",Pseudo-gapping,Time,-3.878558397293091,-2.247531996832953
552,111,AT – T,"The runner will drink some water after the concert, and the athlete will after the workout.",Pseudo-gapping,Time,-4.163599491119385,-2.132776009409051
553,111,AT – AT,"The runner will drink some water after the concert, and the athlete will after the funeral.",Pseudo-gapping,Time,-4.382528305053711,-2.7326044771406384
554,111,T – SP violation,"The runner will drink some water after the race, and the athlete will after the cream.",Pseudo-gapping,Time,-4.025714874267578,-2.7956960995992026
555,112,T – T,"The spectator will cry during the film, and the newborn will during the night.",Pseudo-gapping,Time,-4.941450119018555,-2.976662411409266
556,112,T – AT,"The spectator will cry during the film, and the newborn will during the walk.",Pseudo-gapping,Time,-5.122121334075928,-2.9105300622827865
557,112,AT – T,"The spectator will cry during the conference, and the newborn will during the night. ",Pseudo-gapping,Time,-5.248769760131836,-3.328051875619327
558,112,AT – AT,"The spectator will cry during the conference, and the newborn will during the walk.",Pseudo-gapping,Time,-5.2960357666015625,-3.020971382365507
559,112,T – SP violation,"The spectator will cry during the film, and the newborn will during the t-shirt.",Pseudo-gapping,Time,-4.7854743003845215,-2.66189560137297
560,113,T – T,"The student will have a party after his graduation, and the couple will after their marriage.",Pseudo-gapping,Time,-3.788238048553467,-1.9744944042629664
561,113,T – AT,"The student will have a party after his graduation, and the couple will after their meeting.",Pseudo-gapping,Time,-4.14217472076416,-2.287013292312622
562,113,AT – T,"The student will have a party after the interview, and the couple will after their marriage.",Pseudo-gapping,Time,-3.943815231323242,-2.541662613550822
563,113,AT – AT,"The student will have a party after the interview, and the couple will after their meeting.",Pseudo-gapping,Time,-4.012836933135986,-2.5970746676127114
564,113,T – SP violation,"The student will have a party after his graduation, and the couple will after their clothes.",Pseudo-gapping,Time,-4.661273002624512,-2.4744813442230225
565,114,T – T,"The student workouts after school, and the businessman will after work.",Pseudo-gapping,Time,-5.570562839508057,-2.503566196986607
566,114,T – AT,"The student workouts after school, and the businessman will during work.",Pseudo-gapping,Time,-5.986511707305908,-2.752472026007516
567,114,AT – T,"The student workouts before school, and the businessman will after work.",Pseudo-gapping,Time,-5.911585330963135,-2.7115727152143205
568,114,AT – AT,"The student workouts before school, and the businessman will during work.",Pseudo-gapping,Time,-6.172102451324463,-2.895708969661168
569,114,T – SP violation,"The student workouts after school, and the businessman will after the rope.",Pseudo-gapping,Time,-6.413709163665772,-3.769030984242757
570,115,T – T,"The tourist packed his bags before departure, and the family will before the move.",Pseudo-gapping,Time,-4.857550621032715,-3.447699069976806
571,115,T – AT,"The tourist packed his bags before departure, and the family will before the party.",Pseudo-gapping,Time,-4.8417840003967285,-3.416408747434616
572,115,AT – T,"The tourist packed his bags before the meeting, and the family will before the move.",Pseudo-gapping,Time,-4.687409400939941,-3.594338052413043
573,115,AT – AT,"The tourist packed his bags before meeting, and the family will before the party. ",Pseudo-gapping,Time,-5.382345199584961,-3.70549476146698
574,115,T – SP violation,"The tourist packed his bags before departure, and the family will before the dog.",Pseudo-gapping,Time,-4.995854377746582,-4.0202586352825165
