,ID,Condition,Sentence,Construction,Semantic_Role,Prompt_GPT,Prompt_BERT,Verb_to_retrieve,DObj_to_retrieve,Generated_text_GPTsampling_1,Generated_text_GPTsampling_2,Generated_text_GPTsampling_3,Match_verb_GPTsampling,Match_dObj_GPTsampling,Generated_text_GPT_noSampling,Match_verb_GPT_noSampling,Match_dObj_noSampling,Generated_token_BERT,Match_verb_BERT
342,69.0,AT - T,"The beautician will hydrate the skin with the acid, and the masseuse will with oil.",Pseudo-gapping,Instrument,"The beautician will hydrate the skin with the acid, and the masseuse will with oil. What the masseuse will do with oil is","The beautician will hydrate the skin with the acid, and the masseuse will with oil. What the masseuse will do with oil is [MASK] the skin.",hydrate,skin,"The beautician will hydrate the skin with the acid, and the masseuse will with oil. What the masseuse will do with oil is up to her.","The beautician will hydrate the skin with the acid, and the masseuse will with oil. What the masseuse will do with oil is up to the beauty","The beautician will hydrate the skin with the acid, and the masseuse will with oil. What the masseuse will do with oil is up to the individual",No,No,"The beautician will hydrate the skin with the acid, and the masseuse will with oil. What the masseuse will do with oil is to massage it into the",No,No,wash,No
343,69.0,AT - AT,"The beautician will hydrate the skin with the acid, and the masseuse will with gel.",Pseudo-gapping,Instrument,"The beautician will hydrate the skin with the acid, and the masseuse will with gel. What the masseuse will do with gel is","The beautician will hydrate the skin with the acid, and the masseuse will with gel. What the masseuse will do with gel is [MASK] the skin.",hydrate,skin,"The beautician will hydrate the skin with the acid, and the masseuse will with gel. What the masseuse will do with gel is up to her.","The beautician will hydrate the skin with the acid, and the masseuse will with gel. What the masseuse will do with gel is up to the client","The beautician will hydrate the skin with the acid, and the masseuse will with gel. What the masseuse will do with gel is up to the individual",No,No,"The beautician will hydrate the skin with the acid, and the masseuse will with gel. What the masseuse will do with gel is up to her.
",No,No,wash,No
344,69.0,T - SP violation,"The beautician will hydrate the skin with cream, and the masseuse will with tobacco.",Pseudo-gapping,Instrument,"The beautician will hydrate the skin with cream, and the masseuse will with tobacco. What the masseuse will do with tobacco is","The beautician will hydrate the skin with cream, and the masseuse will with tobacco. What the masseuse will do with tobacco is [MASK] the skin.",hydrate,skin,"The beautician will hydrate the skin with cream, and the masseuse will with tobacco. What the masseuse will do with tobacco is up to her.","The beautician will hydrate the skin with cream, and the masseuse will with tobacco. What the masseuse will do with tobacco is up to the client","The beautician will hydrate the skin with cream, and the masseuse will with tobacco. What the masseuse will do with tobacco is up to the individual",No,No,"The beautician will hydrate the skin with cream, and the masseuse will with tobacco. What the masseuse will do with tobacco is up to her discretion.",No,No,wash,No
345,70.0,T - T,"The mother will water the plants with the watering can, the farmer will with the hose.",Pseudo-gapping,Instrument,"The mother will water the plants with the watering can, the farmer will with the hose. What the farmer will do with the hose is","The mother will water the plants with the watering can, the farmer will with the hose. What the farmer will do with the hose is [MASK] the plants.",water,plants,"The mother will water the plants with the watering can, the farmer will with the hose. What the farmer will do with the hose is up to the farmer","The mother will water the plants with the watering can, the farmer will with the hose. What the farmer will do with the hose is up to the farmer","The mother will water the plants with the watering can, the farmer will with the hose. What the farmer will do with the hose is up to the farmer",Yes,No,"The mother will water the plants with the watering can, the farmer will with the hose. What the farmer will do with the hose is up to him.
",Yes,No,water,Yes
346,70.0,T - AT,"The mother will water the plants with the watering can, the farmer will with the bucket.",Pseudo-gapping,Instrument,"The mother will water the plants with the watering can, the farmer will with the bucket. What the farmer will do with the bucket is","The mother will water the plants with the watering can, the farmer will with the bucket. What the farmer will do with the bucket is [MASK] the plants.",water,plants,"The mother will water the plants with the watering can, the farmer will with the bucket. What the farmer will do with the bucket is up to the farmer","The mother will water the plants with the watering can, the farmer will with the bucket. What the farmer will do with the bucket is up to the farmer","The mother will water the plants with the watering can, the farmer will with the bucket. What the farmer will do with the bucket is up to the farmer",Yes,No,"The mother will water the plants with the watering can, the farmer will with the bucket. What the farmer will do with the bucket is up to him.
",Yes,No,water,Yes
347,70.0,AT - T,"The mother will water the plants with the bottle, the farmer will with the hose.",Pseudo-gapping,Instrument,"The mother will water the plants with the bottle, the farmer will with the hose. What the farmer will do with the hose is","The mother will water the plants with the bottle, the farmer will with the hose. What the farmer will do with the hose is [MASK] the plants.",water,plants,"The mother will water the plants with the bottle, the farmer will with the hose. What the farmer will do with the hose is up to the farmer","The mother will water the plants with the bottle, the farmer will with the hose. What the farmer will do with the hose is up to the farmer","The mother will water the plants with the bottle, the farmer will with the hose. What the farmer will do with the hose is up to the farmer",No,No,"The mother will water the plants with the bottle, the farmer will with the hose. What the farmer will do with the hose is up to him.
",No,No,water,Yes
348,70.0,AT - AT,"The mother will water the plants with the bottle, the farmer will with the bucket.",Pseudo-gapping,Instrument,"The mother will water the plants with the bottle, the farmer will with the bucket. What the farmer will do with the bucket is","The mother will water the plants with the bottle, the farmer will with the bucket. What the farmer will do with the bucket is [MASK] the plants.",water,plants,"The mother will water the plants with the bottle, the farmer will with the bucket. What the farmer will do with the bucket is up to the farmer","The mother will water the plants with the bottle, the farmer will with the bucket. What the farmer will do with the bucket is up to the farmer","The mother will water the plants with the bottle, the farmer will with the bucket. What the farmer will do with the bucket is up to the farmer",No,No,"The mother will water the plants with the bottle, the farmer will with the bucket. What the farmer will do with the bucket is up to him.
",No,No,water,Yes
349,70.0,T - SP violation,"The mother will water the plants with the watering can, the farmer will with the hoe.",Pseudo-gapping,Instrument,"The mother will water the plants with the watering can, the farmer will with the hoe. What the farmer will do with the hoe is","The mother will water the plants with the watering can, the farmer will with the hoe. What the farmer will do with the hoe is [MASK] the plants.",water,plants,"The mother will water the plants with the watering can, the farmer will with the hoe. What the farmer will do with the hoe is up to the farmer","The mother will water the plants with the watering can, the farmer will with the hoe. What the farmer will do with the hoe is up to the farmer","The mother will water the plants with the watering can, the farmer will with the hoe. What the farmer will do with the hoe is up to the farmer",Yes,No,"The mother will water the plants with the watering can, the farmer will with the hoe. What the farmer will do with the hoe is up to him.
",Yes,No,water,Yes
350,71.0,T - T,"The policeman is hitting the demonstrator with something, but I don’t know what with.",Sluice-Stranding,Instrument,"The policeman is hitting the demonstrator with something, but I don't know what with. What I don't know is what the policeman is ","The policeman is hitting the demonstrator with something, but I don't know what with. What I don't know is what the policeman is [MASK] the demonstrator with.",hitting,demonstrator,"The policeman is hitting the demonstrator with something, but I don't know what with. What I don't know is what the policeman is  doing to him","The policeman is hitting the demonstrator with something, but I don't know what with. What I don't know is what the policeman is  doing. The","The policeman is hitting the demonstrator with something, but I don't know what with. What I don't know is what the policeman is  doing to the",No,No,"The policeman is hitting the demonstrator with something, but I don't know what with. What I don't know is what the policeman is  doing to the demonstr",No,No,hitting,Yes
351,71.0,T - AT,"The policeman is hitting the demonstrator with something, but I don’t know who with.",Sluice-Stranding,Instrument,"The policeman is hitting the demonstrator with something, but I don't know who with. What I don't know is who the policeman is ","The policeman is hitting the demonstrator with something, but I don't know who with. What I don't know is who the policeman is [MASK] the demonstrator with.",hitting,demonstrator,"The policeman is hitting the demonstrator with something, but I don't know who with. What I don't know is who the policeman is ""

The","The policeman is hitting the demonstrator with something, but I don't know who with. What I don't know is who the policeman is  (or is","The policeman is hitting the demonstrator with something, but I don't know who with. What I don't know is who the policeman is  - the policeman",No,No,"The policeman is hitting the demonstrator with something, but I don't know who with. What I don't know is who the policeman is ""

The police",No,No,hitting,Yes
352,71.0,AT - T,"The policeman is hitting the demonstrator with someone, but I don’t know what with.",Sluice-Stranding,Instrument,"The policeman is hitting the demonstrator with someone, but I don't know what with. What I don't know is what the policeman is ","The policeman is hitting the demonstrator with someone, but I don't know what with. What I don't know is what the policeman is [MASK] the demonstrator with.",hitting,demonstrator,"The policeman is hitting the demonstrator with someone, but I don't know what with. What I don't know is what the policeman is  doing to him","The policeman is hitting the demonstrator with someone, but I don't know what with. What I don't know is what the policeman is  doing. The","The policeman is hitting the demonstrator with someone, but I don't know what with. What I don't know is what the policeman is  doing. The",No,No,"The policeman is hitting the demonstrator with someone, but I don't know what with. What I don't know is what the policeman is  doing. I don",No,No,hitting,Yes
353,71.0,AT - AT,"The policeman is hitting the demonstrator with someone, but I don’t know who with. ",Sluice-Stranding,Instrument,"The policeman is hitting the demonstrator with someone, but I don't know who with. What I don't know is who the policeman is ","The policeman is hitting the demonstrator with someone, but I don't know who with. What I don't know is who the policeman is [MASK] the demonstrator with.",hitting,demonstrator,"The policeman is hitting the demonstrator with someone, but I don't know who with. What I don't know is who the policeman is ""

The","The policeman is hitting the demonstrator with someone, but I don't know who with. What I don't know is who the policeman is  (he is","The policeman is hitting the demonstrator with someone, but I don't know who with. What I don't know is who the policeman is  - the policeman",No,No,"The policeman is hitting the demonstrator with someone, but I don't know who with. What I don't know is who the policeman is ""

The police",No,No,hitting,Yes
354,71.0,T - SP violation,"The policeman is hitting the demonstrator with something, but I don’t know where with.",Sluice-Stranding,Instrument,"The policeman is hitting the demonstrator with something, but I don't know where with. What I don't know is where the policeman is","The policeman is hitting the demonstrator with something, but I don't know where with. What I don't know is where the policeman is [MASK] the demonstrator with.",hitting,demonstrator,"The policeman is hitting the demonstrator with something, but I don't know where with. What I don't know is where the policeman is hitting him with.","The policeman is hitting the demonstrator with something, but I don't know where with. What I don't know is where the policeman is hitting him.
","The policeman is hitting the demonstrator with something, but I don't know where with. What I don't know is where the policeman is hitting him. He",Yes,No,"The policeman is hitting the demonstrator with something, but I don't know where with. What I don't know is where the policeman is hitting him. I don",Yes,No,hitting,Yes
355,72.0,T - T,"The journalist is writing an article with something, but I’m not sure what with.",Sluice-Stranding,Instrument,"The journalist is writing an article with something, but I'm not sure what with. What I'm not sure about is what the journalist is","The journalist is writing an article with something, but I'm not sure what with. What I'm not sure about is what the journalist is [MASK] an article with.",writing,article,"The journalist is writing an article with something, but I'm not sure what with. What I'm not sure about is what the journalist is writing about. I","The journalist is writing an article with something, but I'm not sure what with. What I'm not sure about is what the journalist is writing about.
","The journalist is writing an article with something, but I'm not sure what with. What I'm not sure about is what the journalist is writing with.
",No,No,"The journalist is writing an article with something, but I'm not sure what with. What I'm not sure about is what the journalist is writing about.

",No,No,writing,No
356,72.0,T - AT,"The journalist is writing an article with something, but I’m not sure who with.",Sluice-Stranding,Instrument,"The journalist is writing an article with something, but I'm not sure who with. What I'm not sure about is who the journalist is","The journalist is writing an article with something, but I'm not sure who with. What I'm not sure about is who the journalist is [MASK] an article with.",writing,article,"The journalist is writing an article with something, but I'm not sure who with. What I'm not sure about is who the journalist is.

The","The journalist is writing an article with something, but I'm not sure who with. What I'm not sure about is who the journalist is.

""","The journalist is writing an article with something, but I'm not sure who with. What I'm not sure about is who the journalist is.

I",No,No,"The journalist is writing an article with something, but I'm not sure who with. What I'm not sure about is who the journalist is.

I'm",No,No,writing,No
357,72.0,AT - T,"The journalist is writing an article with someone, but I’m not sure what with.",Sluice-Stranding,Instrument,"The journalist is writing an article with someone, but I'm not sure what with. What I'm not sure about is what the journalist is","The journalist is writing an article with someone, but I'm not sure what with. What I'm not sure about is what the journalist is [MASK] an article with.",writing,article,"The journalist is writing an article with someone, but I'm not sure what with. What I'm not sure about is what the journalist is writing about. I","The journalist is writing an article with someone, but I'm not sure what with. What I'm not sure about is what the journalist is writing about.
","The journalist is writing an article with someone, but I'm not sure what with. What I'm not sure about is what the journalist is writing with someone.",No,No,"The journalist is writing an article with someone, but I'm not sure what with. What I'm not sure about is what the journalist is writing about.

",No,No,writing,No
358,72.0,AT - AT,"The journalist is writing an article with someone, but I’m not sure who with.",Sluice-Stranding,Instrument,"The journalist is writing an article with someone, but I'm not sure who with. What I'm not sure about is who the journalist is","The journalist is writing an article with someone, but I'm not sure who with. What I'm not sure about is who the journalist is [MASK] an article with.",writing,article,"The journalist is writing an article with someone, but I'm not sure who with. What I'm not sure about is who the journalist is. I'm not","The journalist is writing an article with someone, but I'm not sure who with. What I'm not sure about is who the journalist is. I don't","The journalist is writing an article with someone, but I'm not sure who with. What I'm not sure about is who the journalist is.

I",No,No,"The journalist is writing an article with someone, but I'm not sure who with. What I'm not sure about is who the journalist is writing for.

",No,No,writing,No
359,72.0,T - SP violation,"The journalist is writing an article with something, but I’m not sure how much with. ",Sluice-Stranding,Instrument,"The journalist is writing an article with something, but I'm not sure how much with.  What I'm not sure about is how much the journalist is","The journalist is writing an article with something, but I'm not sure how much with.  What I'm not sure about is how much the journalist is [MASK] an article with.",writing,article,"The journalist is writing an article with something, but I'm not sure how much with.  What I'm not sure about is how much the journalist is writing something with something","The journalist is writing an article with something, but I'm not sure how much with.  What I'm not sure about is how much the journalist is writing with something,","The journalist is writing an article with something, but I'm not sure how much with.  What I'm not sure about is how much the journalist is writing with something.",No,No,"The journalist is writing an article with something, but I'm not sure how much with.  What I'm not sure about is how much the journalist is writing with something, but",No,No,writing,No
360,73.0,T - T,"The gardener cut the grass with something, but she didn’t know what with.",Sluice-Stranding,Instrument,"The gardener cut the grass with something, but she didn't know what with. What she didn't know is what the gardener","The gardener cut the grass with something, but she didn't know what with. What she didn't know is what the gardener [MASK] the grass with.",cut,grass,"The gardener cut the grass with something, but she didn't know what with. What she didn't know is what the gardener was doing. The","The gardener cut the grass with something, but she didn't know what with. What she didn't know is what the gardener did with the grass","The gardener cut the grass with something, but she didn't know what with. What she didn't know is what the gardener had done to her",No,Yes,"The gardener cut the grass with something, but she didn't know what with. What she didn't know is what the gardener did with the grass.",No,Yes,cut,Yes
361,73.0,T - AT,"The gardener cut the grass with something, but she didn’t know who with.",Sluice-Stranding,Instrument,"The gardener cut the grass with something, but she didn't know who with. What she didn't know is who the gardener","The gardener cut the grass with something, but she didn't know who with. What she didn't know is who the gardener [MASK] the grass with.",cut,grass,"The gardener cut the grass with something, but she didn't know who with. What she didn't know is who the gardener was.

","The gardener cut the grass with something, but she didn't know who with. What she didn't know is who the gardener was.

","The gardener cut the grass with something, but she didn't know who with. What she didn't know is who the gardener was, and why",No,No,"The gardener cut the grass with something, but she didn't know who with. What she didn't know is who the gardener was.

""",No,No,cut,Yes
362,73.0,AT - T,"The gardener cut the grass with someone, but she didn’t know what with.",Sluice-Stranding,Instrument,"The gardener cut the grass with someone, but she didn't know what with. What she didn't know is what the gardener","The gardener cut the grass with someone, but she didn't know what with. What she didn't know is what the gardener [MASK] the grass with.",cut,grass,"The gardener cut the grass with someone, but she didn't know what with. What she didn't know is what the gardener was doing. The","The gardener cut the grass with someone, but she didn't know what with. What she didn't know is what the gardener did with the grass","The gardener cut the grass with someone, but she didn't know what with. What she didn't know is what the gardener had done to her",No,Yes,"The gardener cut the grass with someone, but she didn't know what with. What she didn't know is what the gardener did with the grass.",No,Yes,cut,Yes
363,73.0,AT - AT,"The gardener cut the grass with someone, but she didn’t know who with.",Sluice-Stranding,Instrument,"The gardener cut the grass with someone, but she didn't know who with. What she didn't know is who the gardener","The gardener cut the grass with someone, but she didn't know who with. What she didn't know is who the gardener [MASK] the grass with.",cut,grass,"The gardener cut the grass with someone, but she didn't know who with. What she didn't know is who the gardener was.

","The gardener cut the grass with someone, but she didn't know who with. What she didn't know is who the gardener was.

","The gardener cut the grass with someone, but she didn't know who with. What she didn't know is who the gardener was, and that",No,No,"The gardener cut the grass with someone, but she didn't know who with. What she didn't know is who the gardener was.

""",No,No,cut,Yes
364,73.0,T - SP violation,"The gardener cut the grass with something, but she didn’t know where with.",Sluice-Stranding,Instrument,"The gardener cut the grass with something, but she didn't know where with. What she didn't know is where the gardener","The gardener cut the grass with something, but she didn't know where with. What she didn't know is where the gardener [MASK] the grass with.",cut,grass,"The gardener cut the grass with something, but she didn't know where with. What she didn't know is where the gardener was.

","The gardener cut the grass with something, but she didn't know where with. What she didn't know is where the gardener cut it from.","The gardener cut the grass with something, but she didn't know where with. What she didn't know is where the gardener had been.
",Yes,No,"The gardener cut the grass with something, but she didn't know where with. What she didn't know is where the gardener was.

""",No,No,cut,Yes
365,74.0,T - T,"The photographer was capturing the image with something, but he doesn’t know what with.",Sluice-Stranding,Instrument,"The photographer was capturing the image with something, but he doesn't know what with. What he doesn't know is what the photographer was","The photographer was capturing the image with something, but he doesn't know what with. What he doesn't know is what the photographer was [MASK] the image with.",capturing,image,"The photographer was capturing the image with something, but he doesn't know what with. What he doesn't know is what the photographer was doing.

","The photographer was capturing the image with something, but he doesn't know what with. What he doesn't know is what the photographer was doing with the camera","The photographer was capturing the image with something, but he doesn't know what with. What he doesn't know is what the photographer was doing, and he",No,No,"The photographer was capturing the image with something, but he doesn't know what with. What he doesn't know is what the photographer was doing.

The",No,No,capturing,Yes
366,74.0,T - AT,"The photographer was capturing the image with something, but he doesn’t know who with.",Sluice-Stranding,Instrument,"The photographer was capturing the image with something, but he doesn't know who with. What he doesn't know is who the photographer was","The photographer was capturing the image with something, but he doesn't know who with. What he doesn't know is who the photographer was [MASK] the image with.",capturing,image,"The photographer was capturing the image with something, but he doesn't know who with. What he doesn't know is who the photographer was.

The","The photographer was capturing the image with something, but he doesn't know who with. What he doesn't know is who the photographer was.

""","The photographer was capturing the image with something, but he doesn't know who with. What he doesn't know is who the photographer was with, and that",No,No,"The photographer was capturing the image with something, but he doesn't know who with. What he doesn't know is who the photographer was with.

The",No,No,capturing,Yes
367,74.0,AT - T,"The photographer was capturing the image with someone, but he doesn’t know what with. ",Sluice-Stranding,Instrument,"The photographer was capturing the image with someone, but he doesn't know what with.  What he doesn't know is what the photographer was","The photographer was capturing the image with someone, but he doesn't know what with.  What he doesn't know is what the photographer was [MASK] the image with.",capturing,image,"The photographer was capturing the image with someone, but he doesn't know what with.  What he doesn't know is what the photographer was doing.

","The photographer was capturing the image with someone, but he doesn't know what with.  What he doesn't know is what the photographer was doing with the camera","The photographer was capturing the image with someone, but he doesn't know what with.  What he doesn't know is what the photographer was doing, and he",No,No,"The photographer was capturing the image with someone, but he doesn't know what with.  What he doesn't know is what the photographer was doing. 

",No,No,capturing,Yes
368,74.0,AT - AT,"The photographer was capturing the image with someone, but he doesn’t know who with.",Sluice-Stranding,Instrument,"The photographer was capturing the image with someone, but he doesn't know who with. What he doesn't know is who the photographer was","The photographer was capturing the image with someone, but he doesn't know who with. What he doesn't know is who the photographer was [MASK] the image with.",capturing,image,"The photographer was capturing the image with someone, but he doesn't know who with. What he doesn't know is who the photographer was.

The","The photographer was capturing the image with someone, but he doesn't know who with. What he doesn't know is who the photographer was.

""","The photographer was capturing the image with someone, but he doesn't know who with. What he doesn't know is who the photographer was with, and that",No,No,"The photographer was capturing the image with someone, but he doesn't know who with. What he doesn't know is who the photographer was with.

""",No,No,capturing,Yes
369,74.0,T - SP violation,"The photographer was capturing the image with something, but he doesn’t know where with.",Sluice-Stranding,Instrument,"The photographer was capturing the image with something, but he doesn't know where with. What he doesn't know is where the photographer was","The photographer was capturing the image with something, but he doesn't know where with. What he doesn't know is where the photographer was [MASK] the image with.",capturing,image,"The photographer was capturing the image with something, but he doesn't know where with. What he doesn't know is where the photographer was when he took the","The photographer was capturing the image with something, but he doesn't know where with. What he doesn't know is where the photographer was when he took the","The photographer was capturing the image with something, but he doesn't know where with. What he doesn't know is where the photographer was when he took the",No,No,"The photographer was capturing the image with something, but he doesn't know where with. What he doesn't know is where the photographer was when he took the picture",No,No,capturing,Yes
370,75.0,T - T,"The cook flipped the pancake with something, but I didn’t know what with.",Sluice-Stranding,Instrument,"The cook flipped the pancake with something, but I didn't know what with. What I didn't know is what the cook","The cook flipped the pancake with something, but I didn't know what with. What I didn't know is what the cook [MASK] the pancake with.",fliipped,pancake,"The cook flipped the pancake with something, but I didn't know what with. What I didn't know is what the cook was thinking. I","The cook flipped the pancake with something, but I didn't know what with. What I didn't know is what the cook was thinking, because","The cook flipped the pancake with something, but I didn't know what with. What I didn't know is what the cook was doing. The",No,No,"The cook flipped the pancake with something, but I didn't know what with. What I didn't know is what the cook was doing. I was",No,No,flipped,No
371,75.0,T - AT,"The cook flipped the pancake with something, but I didn’t know who with.",Sluice-Stranding,Instrument,"The cook flipped the pancake with something, but I didn't know who with. What I didn't know is who the cook","The cook flipped the pancake with something, but I didn't know who with. What I didn't know is who the cook [MASK] the pancake with.",fliipped,pancake,"The cook flipped the pancake with something, but I didn't know who with. What I didn't know is who the cook was.

","The cook flipped the pancake with something, but I didn't know who with. What I didn't know is who the cook was. I was","The cook flipped the pancake with something, but I didn't know who with. What I didn't know is who the cook was, and that",No,No,"The cook flipped the pancake with something, but I didn't know who with. What I didn't know is who the cook was.

""",No,No,flipped,No
372,75.0,AT - T,"The cook flipped the pancake with someone, but I didn’t know what with. ",Sluice-Stranding,Instrument,"The cook flipped the pancake with someone, but I didn't know what with.  What I didn't know is what the cook","The cook flipped the pancake with someone, but I didn't know what with.  What I didn't know is what the cook [MASK] the pancake with.",fliipped,pancake,"The cook flipped the pancake with someone, but I didn't know what with.  What I didn't know is what the cook was thinking. ","The cook flipped the pancake with someone, but I didn't know what with.  What I didn't know is what the cook was thinking. ","The cook flipped the pancake with someone, but I didn't know what with.  What I didn't know is what the cook was doing. ",No,No,"The cook flipped the pancake with someone, but I didn't know what with.  What I didn't know is what the cook was doing.  I",No,No,flipped,No
373,75.0,AT - AT,"The cook flipped the pancake with someone, but I didn’t know who with.",Sluice-Stranding,Instrument,"The cook flipped the pancake with someone, but I didn't know who with. What I didn't know is who the cook","The cook flipped the pancake with someone, but I didn't know who with. What I didn't know is who the cook [MASK] the pancake with.",fliipped,pancake,"The cook flipped the pancake with someone, but I didn't know who with. What I didn't know is who the cook was.

","The cook flipped the pancake with someone, but I didn't know who with. What I didn't know is who the cook was. I was","The cook flipped the pancake with someone, but I didn't know who with. What I didn't know is who the cook was, and that",No,No,"The cook flipped the pancake with someone, but I didn't know who with. What I didn't know is who the cook was. I was just",No,No,flipped,No
374,75.0,T - SP violation,"The cook flipped the pancake with something, but I didn’t know how much with.",Sluice-Stranding,Instrument,"The cook flipped the pancake with something, but I didn't know how much with. What I didn't know is how much the cook","The cook flipped the pancake with something, but I didn't know how much with. What I didn't know is how much the cook [MASK] the pancake with.",fliipped,pancake,"The cook flipped the pancake with something, but I didn't know how much with. What I didn't know is how much the cook was flipping the panc","The cook flipped the pancake with something, but I didn't know how much with. What I didn't know is how much the cook was holding.
","The cook flipped the pancake with something, but I didn't know how much with. What I didn't know is how much the cook had to flip the",No,No,"The cook flipped the pancake with something, but I didn't know how much with. What I didn't know is how much the cook was going to eat.",No,No,flipped,No
375,76.0,T - T,"The housewife cleaned the table in the kitchen, but the waiter didn’t in the restaurant.",VP-ellipsis,Location,"The housewife cleaned the table in the kitchen, but the waiter didn't in the restaurant. What the waiter did not in the restaurant is","The housewife cleaned the table in the kitchen, but the waiter didn't in the restaurant. What the waiter did not in the restaurant is [MASK] the table.",clean,table,"The housewife cleaned the table in the kitchen, but the waiter didn't in the restaurant. What the waiter did not in the restaurant is that he did not","The housewife cleaned the table in the kitchen, but the waiter didn't in the restaurant. What the waiter did not in the restaurant is that he did not","The housewife cleaned the table in the kitchen, but the waiter didn't in the restaurant. What the waiter did not in the restaurant is that he did not",No,No,"The housewife cleaned the table in the kitchen, but the waiter didn't in the restaurant. What the waiter did not in the restaurant is that he did not clean",Yes,No,cleaning,Yes
376,76.0,T - AT,"The housewife cleaned the table in the kitchen, but the waiter didn’t in the classroom.",VP-ellipsis,Location,"The housewife cleaned the table in the kitchen, but the waiter didn't in the classroom. What the waiter did not in the classroom is","The housewife cleaned the table in the kitchen, but the waiter didn't in the classroom. What the waiter did not in the classroom is [MASK] the table.",clean,table,"The housewife cleaned the table in the kitchen, but the waiter didn't in the classroom. What the waiter did not in the classroom is that he did not","The housewife cleaned the table in the kitchen, but the waiter didn't in the classroom. What the waiter did not in the classroom is that he did not","The housewife cleaned the table in the kitchen, but the waiter didn't in the classroom. What the waiter did not in the classroom is that he did not",No,No,"The housewife cleaned the table in the kitchen, but the waiter didn't in the classroom. What the waiter did not in the classroom is that he did not do",No,No,cleaning,Yes
377,76.0,AT - T,"The housewife cleaned the table in the armory, but the waiter didn’t in the restaurant.",VP-ellipsis,Location,"The housewife cleaned the table in the armory, but the waiter didn't in the restaurant. What the waiter did not in the restaurant is","The housewife cleaned the table in the armory, but the waiter didn't in the restaurant. What the waiter did not in the restaurant is [MASK] the table.",clean,table,"The housewife cleaned the table in the armory, but the waiter didn't in the restaurant. What the waiter did not in the restaurant is that he did not","The housewife cleaned the table in the armory, but the waiter didn't in the restaurant. What the waiter did not in the restaurant is that he did not","The housewife cleaned the table in the armory, but the waiter didn't in the restaurant. What the waiter did not in the restaurant is that he was not",No,No,"The housewife cleaned the table in the armory, but the waiter didn't in the restaurant. What the waiter did not in the restaurant is that he did not clean",Yes,No,on,No
378,76.0,AT - AT,"The housewife cleaned the table in the armory, but the waiter didn’t in the classroom.",VP-ellipsis,Location,"The housewife cleaned the table in the armory, but the waiter didn't in the classroom. What the waiter did not in the classroom is","The housewife cleaned the table in the armory, but the waiter didn't in the classroom. What the waiter did not in the classroom is [MASK] the table.",clean,table,"The housewife cleaned the table in the armory, but the waiter didn't in the classroom. What the waiter did not in the classroom is that he did not","The housewife cleaned the table in the armory, but the waiter didn't in the classroom. What the waiter did not in the classroom is that he did not","The housewife cleaned the table in the armory, but the waiter didn't in the classroom. What the waiter did not in the classroom is that he was not",No,No,"The housewife cleaned the table in the armory, but the waiter didn't in the classroom. What the waiter did not in the classroom is that he did not have",No,No,cleaning,Yes
379,76.0,T - SP violation,"The housewife cleaned the table in the kitchen, but the waiter didn’t in the cat.",VP-ellipsis,Location,"The housewife cleaned the table in the kitchen, but the waiter didn't in the cat. What the waiter did not in the cat is","The housewife cleaned the table in the kitchen, but the waiter didn't in the cat. What the waiter did not in the cat is [MASK] the table.",clean,table,"The housewife cleaned the table in the kitchen, but the waiter didn't in the cat. What the waiter did not in the cat is that he did not","The housewife cleaned the table in the kitchen, but the waiter didn't in the cat. What the waiter did not in the cat is that he did not","The housewife cleaned the table in the kitchen, but the waiter didn't in the cat. What the waiter did not in the cat is that he did not",No,No,"The housewife cleaned the table in the kitchen, but the waiter didn't in the cat. What the waiter did not in the cat is that he did not clean",Yes,No,cleaning,Yes
380,77.0,T - T,"The student used the computer in the library, and the professor did in the office.",VP-ellipsis,Location,"The student used the computer in the library, and the professor did in the office. What the professor did in the office was","The student used the computer in the library, and the professor did in the office. What the professor did in the office was [MASK] the computer.",use,computer,"The student used the computer in the library, and the professor did in the office. What the professor did in the office was not illegal, but","The student used the computer in the library, and the professor did in the office. What the professor did in the office was not illegal, but","The student used the computer in the library, and the professor did in the office. What the professor did in the office was not illegal. The",No,No,"The student used the computer in the library, and the professor did in the office. What the professor did in the office was not illegal, but it",No,No,use,Yes
381,77.0,T - AT,"The student used the computer in the library, and the professor did in the pub.",VP-ellipsis,Location,"The student used the computer in the library, and the professor did in the pub. What the professor did in the pub was","The student used the computer in the library, and the professor did in the pub. What the professor did in the pub was [MASK] the computer.",use,computer,"The student used the computer in the library, and the professor did in the pub. What the professor did in the pub was not illegal, but","The student used the computer in the library, and the professor did in the pub. What the professor did in the pub was not illegal, but","The student used the computer in the library, and the professor did in the pub. What the professor did in the pub was not illegal. The",No,No,"The student used the computer in the library, and the professor did in the pub. What the professor did in the pub was not illegal, but it",No,No,use,Yes
382,77.0,AT - T,"The student used the computer in the helicopter, and the professor did in the office.",VP-ellipsis,Location,"The student used the computer in the helicopter, and the professor did in the office. What the professor did in the office was","The student used the computer in the helicopter, and the professor did in the office. What the professor did in the office was [MASK] the computer.",use,computer,"The student used the computer in the helicopter, and the professor did in the office. What the professor did in the office was not illegal, but","The student used the computer in the helicopter, and the professor did in the office. What the professor did in the office was not illegal, but","The student used the computer in the helicopter, and the professor did in the office. What the professor did in the office was not illegal. The",No,No,"The student used the computer in the helicopter, and the professor did in the office. What the professor did in the office was not illegal, but it",No,No,use,Yes
