,ID,Condition,Sentence,Construction,Semantic_Role,Standard_Filler_position_GPT,Standard_Filler_position_BERT,Elliptical_Filler_position_GPT,Elliptical_Filler_position_BERT,Standard_filler,Elliptical_filler,Score1_BERT,Score2_BERT,Score1_GPT,Score2_GPT
305,62,T – T,"The hairstylist fixes the hair with the hairdryer, and the barber with the gel.",Gapping,Instrument,12,12,20,20,##yer,gel,-0.018772125244140625,-7.817263603210449,-0.0055141448974609375,-9.778868675231934
306,62,T – AT,"The hairstylist fixes the hair with the hairdryer, and the barber with oil.",Gapping,Instrument,12,12,19,19,##yer,oil,-0.0069789886474609375,-5.415436744689941,-0.0055141448974609375,-10.559160232543945
307,62,AT – T,"The hairstylist fixes the hair with the glue, and the barber with the gel.",Gapping,Instrument,9,11,17,19,##lue,gel,-0.1803874969482422,-5.315554618835449,-7.150655269622803,-6.628533363342285
308,62,AT – AT,"The hairstylist fixes the hair with the glue, and the barber with oil.",Gapping,Instrument,9,11,16,18,##lue,oil,-0.7892351150512695,-4.050164222717285,-7.150655269622803,-8.308208465576172
309,62,T – SP violation,"The hairstylist fixes the hair with the hairdryer, and the barber with the hat.",Gapping,Instrument,12,12,20,20,##yer,hat,-0.009782791137695312,-6.157827377319336,-0.0055141448974609375,-6.2183918952941895
310,63,T – T,"The footballer hits the ball with his foot, and the tennis player with the racket.",Gapping,Instrument,7,7,15,16,foot,##et,-1.0271720886230469,-0.02608489990234375,-2.657454490661621,-1.190464973449707
311,63,T – AT,"The footballer hits the ball with his foot, and the tennis player with the hoe.",Gapping,Instrument,7,7,16,16,foot,##e,-1.307973861694336,-3.868411064147949,-2.657454490661621,-2.229572296142578
312,63,AT – T,"The footballer hits the ball with the bat, and the tennis player with the racket.",Gapping,Instrument,7,7,15,16,bat,##et,-2.8209896087646484,-0.012826919555664062,-5.368792533874512,-1.0877103805541992
313,63,AT – AT,"The footballer hits the ball with the bat, and the tennis player with the hoe.",Gapping,Instrument,7,7,16,16,bat,##e,-3.3720903396606445,-3.531536102294922,-5.368792533874512,-1.6102790832519531
314,63,T – SP violation,"The footballer hits the ball with his foot, and the tennis player with the aunt. ",Gapping,Instrument,7,7,15,15,foot,aunt,-1.1608047485351562,-15.17300796508789,-2.657454490661621,-18.452713012695312
315,64,T – T,"The dog digs a hole with its paw, and the farmer with the hoe.",Gapping,Instrument,7,9,15,17,##aw,##e,-0.9081993103027344,-2.4986495971679688,-3.3077211380004883,-0.09918212890625
316,64,T – AT,"The dog digs a hole with its paw, and the farmer with the pen.",Gapping,Instrument,7,9,14,16,##aw,pen,-1.2511043548583984,-6.433812141418457,-3.3077211380004883,-7.558260440826416
317,64,AT – T,"The dog digs a hole with its tail, and the farmer with the hoe.",Gapping,Instrument,7,8,15,16,tail,##e,-1.5720396041870117,-2.4956884384155273,-4.063382148742676,-0.1457061767578125
318,64,AT – AT,"The dog digs a hole with its tail, and the farmer with the pen.",Gapping,Instrument,7,8,14,15,tail,pen,-1.9746170043945312,-6.287946701049805,-4.063382148742676,-7.956907272338867
319,64,T – SP violation,"The dog digs a hole with its paw, and the farmer with the wind.",Gapping,Instrument,7,9,14,16,##aw,wind,-1.9768905639648438,-7.583431243896484,-3.3077211380004883,-7.685729026794434
320,65,T – T,"The child crossed the park with the bicycle, and the skater with rollerblades.",Gapping,Instrument,7,7,17,15,bicycle,##des,-4.822723388671875,-0.6088924407958984,-5.7078962326049805,-0.0186767578125
321,65,T – AT,"The child crossed the park with the bicycle, and the skater with the tricycle.",Gapping,Instrument,7,7,16,16,bicycle,##ycle,-1.7134180068969727,-5.7220458984375e-05,-5.7078962326049805,-0.19626235961914062
322,65,AT – T,"The child crossed the park with the truck, and the skater with rollerblades.",Gapping,Instrument,7,7,16,15,truck,##des,-7.014965057373047,-0.641754150390625,-6.448853492736816,-0.021619796752929688
323,65,AT – AT,"The child crossed the park with the truck, and the skater with the tricycle.",Gapping,Instrument,7,7,16,16,truck,##ycle,-6.544098377227783,-0.0001373291015625,-6.448853492736816,-0.1370410919189453
324,65,T – SP violation,"The child crossed the park with the bicycle, and the skater with the jacket.",Gapping,Instrument,7,7,15,14,bicycle,jacket,-4.914276599884033,-7.702079772949219,-5.7078962326049805,-7.018688201904297
325,66,T – T,"The tourist will travel with the boat, and the billionaire will with the yacht.",Pseudo-gapping,Instrument,6,6,14,14,boat,yacht,-2.346829414367676,-3.5572738647460938,-6.0564494132995605,-2.847501754760742
326,66,T – AT,"The tourist will travel with the boat, and the billionaire will with the kayak.",Pseudo-gapping,Instrument,6,6,15,16,boat,##k,-1.2324209213256836,-0.2488689422607422,-6.0564494132995605,-0.05998802185058594
327,66,AT – T,"The tourist will travel with the dinghy, and the billionaire will with the yacht.",Pseudo-gapping,Instrument,7,8,15,16,##y,yacht,-0.0028533935546875,-1.6272192001342773,-0.050628662109375,-1.9335851669311523
328,66,AT – AT,"The tourist will travel with the dinghy, and the billionaire will with the kayak.",Pseudo-gapping,Instrument,7,8,16,18,##y,##k,-0.0029582977294921875,-0.1873798370361328,-0.050628662109375,-0.021984100341796875
329,66,T – SP violation,"The tourist will travel with the boat, and the billionaire will with the sadness.",Pseudo-gapping,Instrument,6,6,14,14,boat,sadness,-5.914600372314453,-12.734585762023926,-6.0564494132995605,-14.683403015136719
330,67,T – T,"The fisherman will catch fish with the net, and the grandfather will with the fishing rod.",Pseudo-gapping,Instrument,7,8,16,17,net,rod,-4.103687286376953,-2.9850845336914062,-4.127344131469727,-0.9665708541870117
331,67,T – AT,"The fisherman will catch fish with the net, and the grandfather will with the gun. ",Pseudo-gapping,Instrument,7,8,15,16,net,gun,-4.7307233810424805,-7.927375793457031,-4.127344131469727,-5.04857873916626
332,67,AT – T,"The fisherman will catch fish with the hammer, and the grandfather will with the fishing rod.",Pseudo-gapping,Instrument,7,8,16,17,hammer,rod,-5.272970199584961,-1.3065948486328125,-6.676912784576416,-0.9695243835449219
333,67,AT – AT,"The fisherman will catch fish with the hammer, and the grandfather will with the gun.",Pseudo-gapping,Instrument,7,8,15,16,hammer,gun,-4.7732391357421875,-5.813218593597412,-6.676912784576416,-4.957185745239258
334,67,T – SP violation,"The fisherman will catch fish with the net, and the grandfather will with the croissant.",Pseudo-gapping,Instrument,7,8,17,19,net,##t,-6.346286296844482,-0.36696434020996094,-4.127344131469727,-0.03176689147949219
335,68,T – T,"The photographer will take a picture with the camera, and the student will with the phone.",Pseudo-gapping,Instrument,8,8,16,16,camera,phone,-1.5293550491333008,-5.182785987854004,-2.630143165588379,-3.2520017623901367
336,68,T – AT,"The photographer will take a picture with the camera, and the student will with the computer.",Pseudo-gapping,Instrument,8,8,16,16,camera,computer,-1.340672492980957,-4.032159805297852,-2.630143165588379,-3.5373058319091797
337,68,AT – T,"The photographer will take a picture with the tablet, and the student will with the phone.",Pseudo-gapping,Instrument,8,8,16,16,tablet,phone,-5.6446075439453125,-4.832860946655273,-7.907313346862793,-2.524367332458496
338,68,AT – AT,"The photographer will take a picture with the tablet, and the student will with the computer.",Pseudo-gapping,Instrument,8,8,16,16,tablet,computer,-5.970582485198975,-4.522885799407959,-7.907313346862793,-4.447282791137695
339,68,T – SP violation,"The photographer will take a picture with the camera, and the student will with the pasta.",Pseudo-gapping,Instrument,8,8,16,17,camera,##a,-3.6143293380737305,-2.2777090072631836,-2.630143165588379,-12.055699348449707
340,69,T – T,"The beautician will hydrate the skin with cream, and the masseuse will with oil.",Pseudo-gapping,Instrument,9,12,17,21,cream,oil,-4.678316116333008,-4.642829895019531,-6.555644512176514,-3.453728199005127
341,69,T – AT,"The beautician will hydrate the skin with cream, and the masseuse will with gel.",Pseudo-gapping,Instrument,9,12,17,21,cream,gel,-4.06102180480957,-4.660623550415039,-6.555644512176514,-4.671972751617432
342,69,AT – T,"The beautician will hydrate the skin with the acid, and the masseuse will with oil.",Pseudo-gapping,Instrument,10,13,18,22,acid,oil,-7.106494903564453,-5.888542175292969,-6.859698295593262,-5.60457181930542
343,69,AT – AT,"The beautician will hydrate the skin with the acid, and the masseuse will with gel.",Pseudo-gapping,Instrument,10,13,18,22,acid,gel,-7.469438552856445,-7.237785816192627,-6.859698295593262,-8.279644012451172
344,69,T – SP violation,"The beautician will hydrate the skin with cream, and the masseuse will with tobacco.",Pseudo-gapping,Instrument,9,12,17,21,cream,tobacco,-5.763537406921387,-7.290284156799316,-6.555644512176514,-12.677451133728027
345,70,T – T,"The mother will water the plants with the watering can, the farmer will with the hose.",Pseudo-gapping,Instrument,9,10,16,17,can,hose,-5.095023155212402,-5.764901161193848,-0.5809354782104492,-2.8655519485473633
346,70,T – AT,"The mother will water the plants with the watering can, the farmer will with the bucket.",Pseudo-gapping,Instrument,9,10,16,17,can,bucket,-4.841769218444824,-3.7711868286132812,-0.5809354782104492,-3.0741777420043945
347,70,AT – T,"The mother will water the plants with the bottle, the farmer will with the hose.",Pseudo-gapping,Instrument,8,8,15,15,bottle,hose,-6.0814924240112305,-4.908034324645996,-6.169698715209961,-3.2918949127197266
348,70,AT – AT,"The mother will water the plants with the bottle, the farmer will with the bucket.",Pseudo-gapping,Instrument,8,8,15,15,bottle,bucket,-6.163289546966553,-3.6772775650024414,-6.169698715209961,-3.2869186401367188
349,70,T – SP violation,"The mother will water the plants with the watering can, the farmer will with the hoe.",Pseudo-gapping,Instrument,9,10,17,18,can,##e,-5.155011177062988,-2.9122629165649414,-0.5809354782104492,-0.07066726684570312
350,71,T – T,"The policeman is hitting the demonstrator with something, but I don’t know what with.",Sluice-Stranding,Instrument,8,9,18,18,something,with,-0.5279045104980469,-6.618914604187012,-6.494931221008301,-8.103841781616211
351,71,T – AT,"The policeman is hitting the demonstrator with something, but I don’t know who with.",Sluice-Stranding,Instrument,8,9,18,18,something,with,-0.5043706893920898,-8.231498718261719,-6.494931221008301,-7.910406112670898
352,71,AT – T,"The policeman is hitting the demonstrator with someone, but I don’t know what with.",Sluice-Stranding,Instrument,8,9,18,18,someone,with,-6.583918571472168,-7.783783912658691,-10.104467391967773,-7.383636951446533
353,71,AT – AT,"The policeman is hitting the demonstrator with someone, but I don’t know who with. ",Sluice-Stranding,Instrument,8,9,18,18,someone,with,-5.339508056640625,-8.470234870910645,-10.104467391967773,-8.013160705566406
354,71,T – SP violation,"The policeman is hitting the demonstrator with something, but I don’t know where with.",Sluice-Stranding,Instrument,8,9,18,18,something,with,-0.7074518203735352,-6.514334201812744,-6.494931221008301,-8.147939682006836
355,72,T – T,"The journalist is writing an article with something, but I’m not sure what with.",Sluice-Stranding,Instrument,7,7,17,16,something,with,-4.068248748779297,-6.81981086730957,-8.420328140258789,-7.866122245788574
356,72,T – AT,"The journalist is writing an article with something, but I’m not sure who with.",Sluice-Stranding,Instrument,7,7,17,16,something,with,-5.199666976928711,-9.66937255859375,-8.420328140258789,-7.942075729370117
357,72,AT – T,"The journalist is writing an article with someone, but I’m not sure what with.",Sluice-Stranding,Instrument,7,7,17,16,someone,with,-5.089297771453857,-6.38545036315918,-7.5652971267700195,-7.44793701171875
358,72,AT – AT,"The journalist is writing an article with someone, but I’m not sure who with.",Sluice-Stranding,Instrument,7,7,17,16,someone,with,-3.230839729309082,-10.288063049316406,-7.5652971267700195,-8.155725479125977
359,72,T – SP violation,"The journalist is writing an article with something, but I’m not sure how much with. ",Sluice-Stranding,Instrument,7,7,18,17,something,with,-4.439830780029297,-8.006912231445312,-8.420328140258789,-8.231550216674805
360,73,T – T,"The gardener cut the grass with something, but she didn’t know what with.",Sluice-Stranding,Instrument,7,7,17,16,something,with,-5.9429216384887695,-6.002072334289551,-7.3249969482421875,-8.01677131652832
361,73,T – AT,"The gardener cut the grass with something, but she didn’t know who with.",Sluice-Stranding,Instrument,7,7,17,16,something,with,-5.856125831604004,-8.284024238586426,-7.3249969482421875,-8.097487449645996
362,73,AT – T,"The gardener cut the grass with someone, but she didn’t know what with.",Sluice-Stranding,Instrument,7,7,17,16,someone,with,-8.452791213989258,-6.593021869659424,-9.414928436279297,-7.589906692504883
363,73,AT – AT,"The gardener cut the grass with someone, but she didn’t know who with.",Sluice-Stranding,Instrument,7,7,17,16,someone,with,-6.562732696533203,-8.104235649108887,-9.414928436279297,-8.593462944030762
364,73,T – SP violation,"The gardener cut the grass with something, but she didn’t know where with.",Sluice-Stranding,Instrument,7,7,17,16,something,with,-5.74810266494751,-6.241860389709473,-7.3249969482421875,-8.383827209472656
365,74,T – T,"The photographer was capturing the image with something, but he doesn’t know what with.",Sluice-Stranding,Instrument,7,7,17,16,something,with,-5.380513668060303,-6.339776992797852,-8.324150085449219,-8.19877815246582
366,74,T – AT,"The photographer was capturing the image with something, but he doesn’t know who with.",Sluice-Stranding,Instrument,7,7,17,16,something,with,-5.6831512451171875,-8.50616455078125,-8.324150085449219,-8.357964515686035
367,74,AT – T,"The photographer was capturing the image with someone, but he doesn’t know what with. ",Sluice-Stranding,Instrument,7,7,17,16,someone,with,-6.667524814605713,-6.925621509552002,-9.992953300476074,-7.588058948516846
368,74,AT – AT,"The photographer was capturing the image with someone, but he doesn’t know who with.",Sluice-Stranding,Instrument,7,7,17,16,someone,with,-4.617812156677246,-8.334508895874023,-9.992953300476074,-8.348417282104492
369,74,T – SP violation,"The photographer was capturing the image with something, but he doesn’t know where with.",Sluice-Stranding,Instrument,7,7,17,16,something,with,-5.894869327545166,-5.779009819030762,-8.324150085449219,-8.648544311523438
370,75,T – T,"The cook flipped the pancake with something, but I didn’t know what with.",Sluice-Stranding,Instrument,7,7,17,16,something,with,-5.817177772521973,-6.159436225891113,-9.469322204589844,-7.691856384277344
371,75,T – AT,"The cook flipped the pancake with something, but I didn’t know who with.",Sluice-Stranding,Instrument,7,7,17,16,something,with,-5.554290294647217,-9.004768371582031,-9.469322204589844,-8.113692283630371
372,75,AT – T,"The cook flipped the pancake with someone, but I didn’t know what with. ",Sluice-Stranding,Instrument,7,7,17,16,someone,with,-9.498908996582031,-6.029155731201172,-11.889427185058594,-7.542965888977051
373,75,AT – AT,"The cook flipped the pancake with someone, but I didn’t know who with.",Sluice-Stranding,Instrument,7,7,17,16,someone,with,-7.5209503173828125,-8.703432083129883,-11.889427185058594,-8.299120903015137
374,75,T – SP violation,"The cook flipped the pancake with something, but I didn’t know how much with.",Sluice-Stranding,Instrument,7,7,18,17,something,with,-6.081694602966309,-6.8886871337890625,-9.469322204589844,-7.983719825744629
375,76,T – T,"The housewife cleaned the table in the kitchen, but the waiter didn’t in the restaurant.",VP-ellipsis,Location,8,8,19,18,kitchen,restaurant,-0.5541105270385742,-2.899839401245117,-1.4071149826049805,-4.290584087371826
376,76,T – AT,"The housewife cleaned the table in the kitchen, but the waiter didn’t in the classroom.",VP-ellipsis,Location,8,8,19,18,kitchen,classroom,-1.390824317932129,-10.041590690612793,-1.4071149826049805,-9.37301254272461
377,76,AT – T,"The housewife cleaned the table in the armory, but the waiter didn’t in the restaurant.",VP-ellipsis,Location,9,9,20,19,##y,restaurant,-0.016942977905273438,-3.6670970916748047,-0.9819011688232422,-4.881542205810547
378,76,AT – AT,"The housewife cleaned the table in the armory, but the waiter didn’t in the classroom.",VP-ellipsis,Location,9,9,20,19,##y,classroom,-0.010549545288085938,-9.960911750793457,-0.9819011688232422,-8.544137001037598
379,76,T – SP violation,"The housewife cleaned the table in the kitchen, but the waiter didn’t in the cat.",VP-ellipsis,Location,8,8,19,18,kitchen,cat,-0.5375881195068359,-11.518906593322754,-1.4071149826049805,-10.700387954711914
380,77,T – T,"The student used the computer in the library, and the professor did in the office.",VP-ellipsis,Location,7,7,15,15,library,office,-3.5211524963378906,-3.4455766677856445,-3.124917984008789,-3.5228967666625977
381,77,T – AT,"The student used the computer in the library, and the professor did in the pub.",VP-ellipsis,Location,7,7,15,15,library,pub,-3.1068572998046875,-9.043168067932129,-3.124917984008789,-9.357260704040527
382,77,AT – T,"The student used the computer in the helicopter, and the professor did in the office.",VP-ellipsis,Location,7,7,15,15,helicopter,office,-11.946878433227539,-5.7879157066345215,-10.847487449645996,-5.352273464202881
383,77,AT – AT,"The student used the computer in the helicopter, and the professor did in the pub.",VP-ellipsis,Location,7,7,15,15,helicopter,pub,-8.749805450439453,-8.78097915649414,-10.847487449645996,-9.971336364746094
384,77,T – SP violation,"The student used the computer in the library, and the professor did in the shoes.",VP-ellipsis,Location,7,7,15,15,library,shoes,-4.947829246520996,-11.983026504516602,-3.124917984008789,-11.78929328918457
385,78,T – T,"The soldier celebrated the victory in the battlefield, the athlete will on the podium.",VP-ellipsis,Location,7,7,14,14,battlefield,podium,-6.909489631652832,-6.184018611907959,-6.157747268676758,-4.609414100646973
386,78,T – AT,"The soldier celebrated the victory in the battlefield, the athlete will in the car.",VP-ellipsis,Location,7,7,14,14,battlefield,car,-6.965733051300049,-8.575437545776367,-6.157747268676758,-8.04715347290039
387,78,AT – T,"The soldier celebrated the victory in the university, the athlete will on the podium.",VP-ellipsis,Location,7,7,14,14,university,podium,-9.97952651977539,-4.9361677169799805,-8.754358291625977,-5.012973308563232
388,78,AT – AT,"The soldier celebrated the victory in the university, the athlete will in the car. ",VP-ellipsis,Location,7,7,14,14,university,car,-9.111799240112305,-8.268060684204102,-8.754358291625977,-8.054762840270996
389,78,T – SP violation,"The soldier celebrated the victory in the battlefield, the athlete will on the orange.",VP-ellipsis,Location,7,7,14,14,battlefield,orange,-5.879169940948486,-12.052739143371582,-6.157747268676758,-10.58724594116211
390,79,T – T,"The president delivered a speech in parliament, the priest did in the church.",VP-ellipsis,Location,6,6,13,13,parliament,church,-7.763848304748535,-2.8854923248291016,-8.845183372497559,-2.478774070739746
391,79,T – AT,"The president delivered a speech in parliament, the priest did in the restaurant.",VP-ellipsis,Location,6,6,13,13,parliament,restaurant,-8.959566116333008,-7.639890193939209,-8.845183372497559,-9.852035522460938
392,79,AT – T,"The president delivered a speech in the mountain, the priest did in the church.",VP-ellipsis,Location,7,7,14,14,mountain,church,-8.639581680297852,-4.091866493225098,-10.865518569946289,-3.813300132751465
393,79,AT – AT,"The president delivered a speech in the mountain, and the priest did in the restaurant.",VP-ellipsis,Location,7,7,15,15,mountain,restaurant,-9.74909496307373,-8.174107551574707,-10.865518569946289,-9.542938232421875
394,79,T – SP violation,"The president delivered a speech in the parliament, and the priest did in the circle.",VP-ellipsis,Location,7,7,15,15,parliament,circle,-9.270181655883789,-11.223313331604004,-8.54058837890625,-9.186238288879395
395,80,T – T,"The student heard the presentation in the university, the spectator will in the auditorium.",VP-ellipsis,Location,7,7,15,15,university,auditorium,-7.810698509216309,-6.319526195526123,-6.140492916107178,-0.001430511474609375
396,80,T – AT,"The student heard the presentation in the university, the spectator will in the bakery.",VP-ellipsis,Location,7,7,14,15,university,bakery,-5.939985275268555,-12.3668851852417,-6.140492916107178,-13.137983322143555
397,80,AT – T,"The student heard the presentation in the subway, the spectator will in the auditorium.",VP-ellipsis,Location,7,7,15,15,subway,auditorium,-8.040427207946777,-3.836139678955078,-7.941054344177246,-0.0007381439208984375
398,80,AT – AT,"The student heard the presentation in the subway, the spectator will in the bakery.",VP-ellipsis,Location,7,7,14,15,subway,bakery,-8.307533264160156,-10.651067733764648,-7.941054344177246,-11.665703773498535
399,80,T – SP violation,"The student heard the presentation in the university, the spectator will in the monkey.",VP-ellipsis,Location,7,7,14,15,university,monkey,-6.984525203704834,-13.1471529006958,-6.140492916107178,-12.962478637695312
400,81,T – T,"The refugees found shelter in the church, and so did civilians in bunkers.",Do-x/ Do-so anaphora,Location,6,6,14,14,church,##s,-7.103409767150879,-0.0052032470703125,-4.423325538635254,-0.29143428802490234
401,81,T – AT,"The refugees found shelter in the church, and so did civilians in supermarkets.",Do-x/ Do-so anaphora,Location,6,6,13,14,church,##s,-6.054993152618408,-0.004779815673828125,-4.423325538635254,-10.714322090148926
402,81,AT – T,"The refugees found shelter in the bakery, and so did civilians in bunkers.",Do-x/ Do-so anaphora,Location,6,6,14,14,bakery,##s,-11.81850814819336,-0.00528717041015625,-7.989392280578613,-0.2721538543701172
403,81,AT – AT,"The refugees found shelter in the bakery, and so did civilians in supermarkets.",Do-x/ Do-so anaphora,Location,6,6,13,14,bakery,##s,-9.813692092895508,-0.005390167236328125,-7.989392280578613,-9.365354537963867
404,81,T – SP violation,"The refugees found shelter in the church, and so did civilians in the inflation.",Do-x/ Do-so anaphora,Location,6,6,14,14,church,inflation,-5.577976226806641,-17.6417179107666,-4.423325538635254,-16.700977325439453
405,82,T – T,"The dog played with his owner in the park, and the cat did the same thing in the house.",Do-x/ Do-so anaphora,Location,8,8,19,19,park,house,-4.292271614074707,-3.510195732116699,-3.228217124938965,-3.3832740783691406
406,82,T – AT,"The dog played with his owner in the park, and the cat did the same thing in the supermarket.",Do-x/ Do-so anaphora,Location,8,8,19,19,park,supermarket,-1.9763164520263672,-8.769153594970703,-3.228217124938965,-6.895068645477295
407,82,AT – T,"The dog played with his owner in the auditorium, and the cat did the same thing in the house.",Do-x/ Do-so anaphora,Location,9,8,20,19,auditorium,house,-11.773530960083008,-4.550124168395996,-0.0007877349853515625,-5.990862846374512
408,82,AT – AT,"The dog played with his owner in the auditorium, and the cat did the same thing in the supermarket.",Do-x/ Do-so anaphora,Location,9,8,20,19,auditorium,supermarket,-9.054980278015137,-9.410536766052246,-0.0007877349853515625,-7.721323490142822
409,82,T – SP violation,"The dog played with his owner in the park, and the cat did the same thing in the heat.",Do-x/ Do-so anaphora,Location,8,8,19,19,park,heat,-5.394545078277588,-9.95637035369873,-3.228217124938965,-8.888093948364258
410,83,T – T,"The artist hung the picture in the gallery, and the teenager did so in the room too. ",Do-x/ Do-so anaphora,Location,7,7,16,16,gallery,room,-4.655300140380859,-5.673089504241943,-3.1588449478149414,-5.808946132659912
411,83,T – AT,"The artist hung the picture in the gallery, and the teenager did so in the gym too.",Do-x/ Do-so anaphora,Location,7,7,16,16,gallery,gym,-3.1974973678588867,-6.255119323730469,-3.1588449478149414,-7.170881748199463
412,83,AT – T,"The artist hung the picture in the factory, and the teenager did so in the room too.",Do-x/ Do-so anaphora,Location,7,7,16,16,factory,room,-10.166756629943848,-5.915989875793457,-8.25340747833252,-6.08380126953125
413,83,AT – AT,"The artist hung the picture in the factory, and the teenager did so in the gym too.  ",Do-x/ Do-so anaphora,Location,7,7,16,16,factory,gym,-7.695124626159668,-6.847006797790527,-8.25340747833252,-7.334799289703369
414,83,T – SP violation,"The artist hung the picture in the gallery, and the teenager did so in the mother too.",Do-x/ Do-so anaphora,Location,7,7,16,16,gallery,mother,-4.441346168518066,-9.874227523803711,-3.1588449478149414,-8.762548446655273
415,84,T – T,"The hound fetched the bird in the forest, and so did the cat in the garden.",Do-x/ Do-so anaphora,Location,9,9,18,18,forest,garden,-4.301176071166992,-3.163806915283203,-5.454360008239746,-3.3251428604125977
416,84,T – AT,"The hound fetched the bird in the forest, and so did the cat in the house.",Do-x/ Do-so anaphora,Location,9,9,18,18,forest,house,-5.799335479736328,-3.356821060180664,-5.454360008239746,-3.771176338195801
417,84,AT – T,"The hound fetched the bird in the hospital, and so did the cat in the garden.",Do-x/ Do-so anaphora,Location,9,9,18,18,hospital,garden,-7.8634562492370605,-3.4568405151367188,-9.676324844360352,-3.461954116821289
418,84,AT – AT,"The hound fetched the bird in the hospital, and so did the cat in the house. ",Do-x/ Do-so anaphora,Location,9,9,18,18,hospital,house,-7.769617557525635,-3.239421844482422,-9.676324844360352,-3.6018238067626953
419,84,T – SP violation,"The hound fetched the bird in the forest, and so did the cat in the air. ",Do-x/ Do-so anaphora,Location,9,9,18,18,forest,air,-5.674847602844238,-6.601273536682129,-5.454360008239746,-6.28671407699585
420,85,T – T,"The family sunbathed on the beach, and the billionaire did the same thing on the yacht.",Do-x/ Do-so anaphora,Location,7,7,18,18,beach,yacht,-1.2807912826538086,-3.1356821060180664,-1.3056211471557617,-3.2001447677612305
421,85,T – AT,"The family sunbathed on the beach, and the billionaire did the same thing in the garden.",Do-x/ Do-so anaphora,Location,7,7,18,18,beach,garden,-1.8629770278930664,-4.498361587524414,-1.3056211471557617,-4.648819923400879
422,85,AT – T,"The family sunbathed at the river, and the billionaire did the same thing on the yacht. ",Do-x/ Do-so anaphora,Location,7,7,18,18,river,yacht,-5.275620460510254,-2.6551437377929688,-4.882767677307129,-4.990687370300293
423,85,AT – AT,"The family sunbathed at the river, and the billionaire did the same thing in the garden.",Do-x/ Do-so anaphora,Location,7,7,18,18,river,garden,-4.58780574798584,-4.545515060424805,-4.882767677307129,-4.118036270141602
424,85,T – SP violation,"The family sunbathed on the beach, and the billionaire did the same thing in the vase.",Do-x/ Do-so anaphora,Location,7,7,19,18,beach,vase,-1.9699230194091797,-9.735490798950195,-1.3056211471557617,-3.191269874572754
425,86,T – T,"The cameraman is recording a video on the set, and the tourist in the museum.",Gapping,Location,9,9,16,16,set,museum,-6.215484142303467,-7.73441743850708,-5.671666622161865,-9.8163480758667
426,86,T – AT,"The cameraman is recording a video on the set, and the tourist in the hospital.",Gapping,Location,9,9,16,16,set,hospital,-6.744088649749756,-7.141146183013916,-5.671666622161865,-8.045619010925293
427,86,AT – T,"The cameraman is recording a video in the greenhouse, and the tourist in the museum.",Gapping,Location,9,9,16,16,greenhouse,museum,-8.19384765625,-5.166556358337402,-9.174212455749512,-9.486003875732422
428,86,AT – AT,"The cameraman is recording a video in the greenhouse, and the tourist in the hospital.",Gapping,Location,9,9,16,16,greenhouse,hospital,-7.987936019897461,-5.771970272064209,-9.174212455749512,-8.598973274230957
429,86,T – SP violation,"The cameraman is recording a video on the set, and the tourist in the shoes.",Gapping,Location,9,9,16,16,set,shoes,-6.035141944885254,-9.915872573852539,-5.671666622161865,-7.902344703674316
430,87,T – T,"The professor opens the congress in the university, and the speaker in the auditorium.",Gapping,Location,7,7,15,14,university,auditorium,-5.594491004943848,-4.091496467590332,-5.533802032470703,-0.000232696533203125
431,87,T – AT,"The professor opens the congress in the university, and the speaker in the gym.",Gapping,Location,7,7,14,14,university,gym,-5.395270824432373,-8.56786823272705,-5.533802032470703,-7.3874640464782715
432,87,AT – T,"The professor opens the congress in the circus, and the speaker in the gym.",Gapping,Location,7,7,14,14,circus,gym,-9.716299057006836,-6.476175785064697,-9.75331974029541,-6.934399127960205
433,87,AT – AT,"The professor opens the congress in the circus, and the speaker in the gym.",Gapping,Location,7,7,14,14,circus,gym,-9.716299057006836,-6.476175785064697,-9.75331974029541,-6.934399127960205
434,87,T – SP violation,"The professor opens the congress in the university, and the speaker in the luggage",Gapping,Location,7,7,14,14,university,luggage,-5.906086444854736,-15.769962310791016,-5.533802032470703,-13.081771850585938
435,88,T – T,"The painter painted a picture in the square, and the child in the kindergarten.",Gapping,Location,7,7,14,14,square,kindergarten,-6.1871514320373535,-7.377540588378906,-8.615022659301758,-9.04881477355957
436,88,T – AT,"The painter painted a picture in the square, and the child in the parking.",Gapping,Location,7,7,14,14,square,parking,-5.738165855407715,-10.794487953186035,-8.615022659301758,-10.49702262878418
437,88,AT – T,"The painter painted a picture in the barracks, and the child in the kindergarten.",Gapping,Location,7,7,14,14,barracks,kindergarten,-8.228785514831543,-6.142064094543457,-9.162219047546387,-9.12208366394043
438,88,AT – AT,"The painter painted a picture in the barracks, and the child in the parking. ",Gapping,Location,7,7,14,14,barracks,parking,-9.422998428344727,-10.857582092285156,-9.162219047546387,-10.709956169128418
439,88,T – SP violation,"The painter painted a picture in the square, and the child in the turtle.",Gapping,Location,7,7,14,14,square,turtle,-4.816412448883057,-11.520479202270508,-8.615022659301758,-9.512689590454102
440,89,T – T,"The farmer is picking vegetables in the greenhouse, and the grandfather in the garden.",Gapping,Location,7,7,14,14,greenhouse,garden,-3.8445329666137695,-1.7186269760131836,-5.744142532348633,-4.20829963684082
